Player,Match,Result,Year,Net_Game_Frequency,Net_Game_Effectiveness,Net_Game_Impact,Serve_Volley_Frequency,Serve_Volley_Effectiveness,Serve_Volley_Impact,Forehand_Power,Backhand_Power,Groundstroke_Balance,Overall_Groundstroke_Power,Forehand_DTL_Control,Forehand_IO_Control,Backhand_DTL_Control,Directional_Versatility,Drop_Shot_Usage,Drop_Shot_Effectiveness,Drop_Shot_Impact,Rally_Aggression,Return_Aggression,Overall_Aggression,Court_Position_Strategy,Tactical_Versatility,Power_Finesse_Balance,Tactical_Adaptability,Tactical_Match_Impact,Offensive_Efficiency,Tactical_Intelligence,Overall_Tactical_Game
Jessica Pegula,2022 US Open R32,W vsYuan,2022,0.032,0.6,0.019,0.0,0.0,0.0,0.223,0.087,0.136,0.155,0.385,0.0,0.429,0.407,0.009,0.333,0.003,0.0,0.0,0.0,0.192,0.6,0.353,0.444,0.489,0.068,0.463,0.2
Jessica Pegula,2022 Toronto SF,L vsHalep,2022,0.102,0.579,0.059,0.0,0.0,0.0,0.088,0.085,0.003,0.087,0.186,0.0,0.208,0.197,0.032,0.308,0.01,0.005,0.0,0.003,0.785,0.6,0.391,0.574,0.517,0.053,0.451,0.201
Jessica Pegula,2022 Roland Garros QF,L vsSwiatek,2022,0.016,0.5,0.008,0.0,0.0,0.0,0.091,0.065,0.026,0.078,0.1,0.5,0.4,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.18,0.4,0.152,0.281,0.253,0.034,0.346,0.138
Jessica Pegula,2022 Rome R16,L vsSabalenka,2022,0.039,0.75,0.029,0.0,0.0,0.0,0.185,0.034,0.151,0.11,0.25,0.0,0.0,0.125,0.037,1.0,0.037,0.14,0.255,0.186,0.315,0.6,0.938,0.644,0.58,0.108,0.56,0.266
Jessica Pegula,2022 Madrid F,L vsJabeur,2022,0.131,0.435,0.057,0.0,0.0,0.0,0.14,0.055,0.085,0.098,0.269,0.0,0.143,0.206,0.007,0.5,0.003,0.0,0.0,0.0,0.839,0.6,0.417,0.593,0.534,0.056,0.463,0.204
Jessica Pegula,2022 Madrid R16,W vsAndreescu,2022,0.076,0.75,0.057,0.0,0.0,0.0,0.143,0.081,0.062,0.112,0.167,0.0,0.25,0.208,0.014,0.0,0.0,0.105,0.19,0.139,0.553,0.4,0.817,0.556,0.611,0.104,0.475,0.222
Jessica Pegula,2022 Miami SF,L vsSwiatek,2022,0.062,0.667,0.041,0.0,0.0,0.0,0.074,0.081,0.007,0.078,0.08,0.0,0.5,0.29,0.007,0.0,0.0,0.0,0.0,0.0,0.61,0.4,0.253,0.398,0.358,0.043,0.342,0.147
Jessica Pegula,2022 Australian Open QF,L vsBarty,2022,0.109,0.273,0.03,0.0,0.0,0.0,0.034,0.02,0.014,0.027,0.048,0.0,0.2,0.124,0.006,0.0,0.0,0.0,0.0,0.0,0.994,0.4,0.199,0.459,0.413,0.02,0.305,0.128
Jessica Pegula,2021 Indian Wells R16,W vsSvitolina,2021,0.103,0.818,0.084,0.0,0.0,0.0,0.208,0.125,0.083,0.166,0.167,0.0,0.222,0.194,0.03,0.167,0.005,0.0,0.0,0.0,0.525,0.6,0.661,0.603,0.664,0.092,0.512,0.232
Jessica Pegula,2021 US Open R32,L vsBencic,2021,0.054,0.833,0.045,0.0,0.0,0.0,0.175,0.064,0.111,0.12,0.462,0.0,0.0,0.231,0.0,0.0,0.0,0.025,0.0,0.015,0.394,0.4,0.507,0.431,0.388,0.066,0.387,0.168
Jessica Pegula,2021 Montreal SF,L vsGiorgi,2021,0.078,0.571,0.045,0.0,0.0,0.0,0.12,0.023,0.097,0.072,0.2,0.0,0.087,0.144,0.016,0.2,0.003,0.0,0.0,0.0,0.743,0.6,0.427,0.577,0.519,0.042,0.445,0.193
Jessica Pegula,2021 Montreal R16,W vsCollins,2021,0.068,0.6,0.041,0.0,0.0,0.0,0.176,0.13,0.046,0.153,0.483,0.0,0.207,0.345,0.019,0.333,0.006,0.15,0.17,0.158,0.395,0.6,0.697,0.588,0.647,0.121,0.553,0.266
Jessica Pegula,2021 Tokyo Olympics R64,L vsBencic,2021,0.092,0.364,0.033,0.032,0.5,0.016,0.175,0.149,0.026,0.162,0.286,1.0,0.067,0.676,0.007,0.0,0.0,0.12,0.065,0.098,0.617,0.6,0.362,0.532,0.479,0.104,0.554,0.251
Jessica Pegula,2021 Wimbledon R64,L vsSamsonova,2021,0.057,0.667,0.038,0.0,0.0,0.0,0.107,0.055,0.052,0.081,0.147,0.0,0.167,0.157,0.009,0.5,0.005,0.0,0.045,0.018,0.556,0.6,0.521,0.567,0.511,0.049,0.465,0.201
Jessica Pegula,2021 Strasbourg R32,L vsRus,2021,0.12,0.733,0.088,0.0,0.0,0.0,0.12,0.017,0.103,0.068,0.214,0.059,0.0,0.136,0.012,0.333,0.004,0.145,0.355,0.229,0.91,0.6,0.962,0.771,0.694,0.122,0.599,0.299
Jessica Pegula,2021 Rome QF,L vsMartic,2021,0.106,0.6,0.064,0.0,0.0,0.0,0.148,0.121,0.027,0.134,0.217,0.0,0.421,0.319,0.024,0.5,0.012,0.06,0.0,0.036,0.625,0.6,0.462,0.564,0.507,0.084,0.493,0.226
Jessica Pegula,2021 Rome R32,W vsOsaka,2021,0.022,0.667,0.015,0.0,0.0,0.0,0.328,0.067,0.261,0.197,0.429,0.0,0.154,0.292,0.016,0.333,0.005,0.105,0.025,0.073,0.106,0.6,0.707,0.533,0.587,0.105,0.528,0.237
Jessica Pegula,2021 Madrid R16,L vsSabalenka,2021,0.023,0.5,0.012,0.0,0.0,0.0,0.143,0.136,0.007,0.14,0.1,0.0,0.5,0.3,0.013,0.0,0.0,0.0,0.0,0.0,0.153,0.4,0.422,0.357,0.321,0.059,0.369,0.152
Jessica Pegula,2021 Miami R16,L vsSakkari,2021,0.088,0.8,0.07,0.0,0.0,0.0,0.128,0.085,0.043,0.107,0.333,0.0,0.118,0.225,0.011,0.0,0.0,0.0,0.0,0.0,0.638,0.4,0.424,0.455,0.409,0.064,0.375,0.167
Jessica Pegula,2021 Australian Open QF,L vsBrady,2021,0.07,0.7,0.049,0.0,0.0,0.0,0.147,0.152,0.005,0.15,0.276,0.0,0.444,0.36,0.004,0.0,0.0,0.0,0.0,0.0,0.413,0.4,0.383,0.398,0.358,0.074,0.386,0.169
Jessica Pegula,2021 Australian Open R16,W vsSvitolina,2021,0.163,0.759,0.124,0.0,0.0,0.0,0.148,0.065,0.083,0.107,0.192,0.5,0.25,0.471,0.014,0.6,0.008,0.205,0.18,0.195,0.885,0.6,0.548,0.642,0.706,0.138,0.568,0.297
Jessica Pegula,2021 Australian Open R64,W vsStosur,2021,0.19,0.733,0.139,0.03,0.0,0.0,0.255,0.195,0.06,0.225,0.273,0.0,0.667,0.47,0.0,0.0,0.0,0.26,0.145,0.214,0.733,0.4,0.723,0.564,0.62,0.196,0.523,0.29
Jessica Pegula,2021 Australian Open R128,W vsAzarenka,2021,0.05,1.0,0.05,0.0,0.0,0.0,0.17,0.136,0.034,0.153,0.348,0.0,0.167,0.257,0.009,0.0,0.0,0.02,0.0,0.012,0.297,0.4,0.549,0.424,0.467,0.08,0.4,0.176
Jessica Pegula,2020 Roland Garros R128,L vsSabalenka,2020,0.096,0.455,0.044,0.0,0.0,0.0,0.101,0.064,0.037,0.082,0.2,0.0,0.0,0.1,0.03,0.833,0.025,0.0,0.0,0.0,0.777,0.4,0.545,0.519,0.467,0.046,0.384,0.158
Jessica Pegula,2020 Cincinnati QF,L vsMertens,2020,0.187,0.471,0.088,0.0,0.0,0.0,0.081,0.091,0.01,0.086,0.083,0.0,0.214,0.148,0.011,0.0,0.0,0.0,0.0,0.0,0.96,0.4,0.495,0.541,0.486,0.061,0.391,0.174
Jessica Pegula,2020 Cincinnati R16,W vsSabalenka,2020,0.067,0.769,0.052,0.0,0.0,0.0,0.187,0.096,0.091,0.142,0.281,0.0,0.286,0.284,0.016,0.25,0.004,0.01,0.005,0.008,0.416,0.6,0.464,0.522,0.575,0.074,0.474,0.212
Jessica Pegula,2020 Auckland F,L vsWilliams,2020,0.048,0.714,0.034,0.0,0.0,0.0,0.092,0.098,0.006,0.095,0.273,0.0,0.143,0.208,0.009,0.0,0.0,0.0,0.0,0.0,0.428,0.4,0.41,0.409,0.449,0.048,0.356,0.15
Jessica Pegula,2020 Auckland SF,W vsWozniacki,2020,0.133,0.545,0.072,0.0,0.0,0.0,0.176,0.175,0.001,0.176,0.241,0.0,0.444,0.342,0.01,0.0,0.0,0.365,0.23,0.311,0.615,0.6,0.881,0.687,0.756,0.185,0.614,0.33
Jessica Pegula,2019 Beijing R64,L vsOsaka,2019,0.082,0.545,0.045,0.0,0.0,0.0,0.132,0.082,0.05,0.107,0.222,0.0,0.444,0.333,0.01,0.0,0.0,0.0,0.0,0.0,0.605,0.4,0.302,0.412,0.37,0.056,0.367,0.157
Jessica Pegula,2019 Washington F,W vsGiorgi,2019,0.032,1.0,0.032,0.0,0.0,0.0,0.148,0.105,0.043,0.126,0.3,0.0,0.5,0.4,0.0,0.0,0.0,0.215,0.44,0.305,0.23,0.6,0.783,0.581,0.639,0.152,0.582,0.303
Jessica Pegula,2019 Washington SF,W vsKalinskaya,2019,0.092,0.643,0.059,0.0,0.0,0.0,0.222,0.16,0.062,0.191,0.429,0.0,0.235,0.332,0.017,0.0,0.0,0.07,0.125,0.092,0.428,0.4,0.679,0.489,0.538,0.122,0.461,0.217
Jessica Pegula,2019 Washington R16,W vsSwiatek,2019,0.13,0.741,0.096,0.0,0.0,0.0,0.189,0.194,0.005,0.191,0.389,0.0,0.412,0.4,0.014,0.0,0.0,0.745,0.58,0.679,0.568,0.6,0.972,0.705,0.776,0.309,0.651,0.437
Jessica Pegula,2019 Newport Beach F,L vsAndreescu,2019,0.097,0.5,0.048,0.0,0.0,0.0,0.092,0.153,0.061,0.122,0.167,0.0,0.286,0.226,0.029,0.429,0.012,0.0,0.0,0.0,0.624,0.6,0.456,0.562,0.505,0.064,0.468,0.206
Jessica Pegula,2018 Quebec City F,L vsParmentier,2018,0.096,0.462,0.044,0.0,0.0,0.0,0.117,0.038,0.079,0.078,0.143,0.0,0.0,0.072,0.036,0.5,0.018,0.29,0.18,0.246,0.799,0.4,0.997,0.659,0.593,0.118,0.502,0.247
Jessica Pegula,2018 Quebec City SF,W vsKenin,2018,0.053,0.8,0.042,0.0,0.0,0.0,0.198,0.133,0.065,0.166,0.538,0.0,0.125,0.331,0.013,0.333,0.004,0.445,0.5,0.467,0.293,0.8,0.95,0.744,0.818,0.219,0.699,0.399
Jessica Pegula,2016 Washington SF,L vsDavis,2016,0.024,0.667,0.016,0.0,0.0,0.0,0.165,0.078,0.087,0.122,0.313,0.0,0.273,0.293,0.011,0.0,0.0,0.465,0.405,0.441,0.181,0.6,0.952,0.622,0.56,0.186,0.599,0.335
Jessica Pegula,2015 US Open R128,W vsVan Uytvanck,2015,0.039,0.6,0.023,0.0,0.0,0.0,0.161,0.167,0.006,0.164,0.421,0.0,0.571,0.496,0.011,0.0,0.0,0.235,0.29,0.257,0.22,0.4,0.682,0.449,0.493,0.15,0.492,0.251
Jessica Pegula,2015 Dothan AL $50K QF,L vsChirico,2015,0.054,0.545,0.029,0.0,0.0,0.0,0.122,0.058,0.064,0.09,0.204,0.0,0.25,0.227,0.008,0.333,0.003,0.425,0.39,0.411,0.493,0.8,0.97,0.79,0.711,0.168,0.688,0.37
Mirra Andreeva,2025 Montreal R32,L vsKessler,2025,0.101,0.6,0.061,0.0,0.0,0.0,0.06,0.15,0.09,0.105,0.107,0.0,0.308,0.208,0.013,0.333,0.004,0.04,0.015,0.03,0.706,0.6,0.543,0.604,0.544,0.069,0.492,0.22
Mirra Andreeva,2025 Wimbledon QF,L vsBencic,2025,0.124,0.682,0.085,0.0,0.0,0.0,0.167,0.101,0.066,0.134,0.214,0.0,0.167,0.19,0.03,0.222,0.007,0.03,0.14,0.074,0.697,0.6,0.763,0.668,0.602,0.101,0.547,0.255
Mirra Andreeva,2025 Wimbledon R16,W vsNavarro,2025,0.13,0.643,0.084,0.0,0.0,0.0,0.076,0.066,0.01,0.071,0.114,0.0,0.222,0.168,0.061,0.125,0.008,0.0,0.005,0.002,0.922,0.6,0.374,0.597,0.656,0.054,0.446,0.205
Mirra Andreeva,2025 Wimbledon R32,W vsBaptiste,2025,0.129,0.733,0.095,0.0,0.0,0.0,0.214,0.185,0.029,0.2,0.308,0.0,0.563,0.436,0.038,0.143,0.005,0.115,0.095,0.107,0.548,0.6,0.591,0.587,0.646,0.14,0.554,0.276
Mirra Andreeva,2025 Wimbledon R64,W vsBronzetti,2025,0.157,0.8,0.126,0.0,0.0,0.0,0.0,0.084,0.084,0.042,0.0,0.0,0.273,0.136,0.029,0.333,0.01,0.0,0.0,0.0,0.995,0.6,0.263,0.578,0.636,0.054,0.411,0.204
Mirra Andreeva,2025 Wimbledon R128,W vsSherif,2025,0.085,0.9,0.077,0.0,0.0,0.0,0.07,0.132,0.062,0.101,0.125,0.0,0.333,0.229,0.014,0.333,0.005,0.0,0.0,0.0,0.644,0.6,0.392,0.547,0.601,0.063,0.452,0.207
Mirra Andreeva,2025 Bad Homburg QF,L vsNoskova,2025,0.096,0.545,0.052,0.0,0.0,0.0,0.111,0.093,0.018,0.102,0.133,0.0,0.273,0.203,0.029,0.0,0.0,0.04,0.13,0.076,0.695,0.4,0.684,0.544,0.49,0.079,0.443,0.197
Mirra Andreeva,2025 Bad Homburg R16,W vsTauson,2025,0.059,0.889,0.052,0.0,0.0,0.0,0.113,0.205,0.092,0.159,0.211,0.0,0.6,0.406,0.031,0.167,0.005,0.0,0.18,0.072,0.336,0.6,0.5,0.517,0.569,0.101,0.511,0.239
Mirra Andreeva,2025 Roland Garros QF,L vsBoisson,2025,0.145,0.808,0.117,0.0,0.0,0.0,0.092,0.122,0.03,0.107,0.1,0.0,0.28,0.19,0.047,0.25,0.012,0.08,0.025,0.058,0.845,0.6,0.652,0.665,0.598,0.095,0.524,0.252
Mirra Andreeva,2025 Roland Garros R16,W vsKasatkina,2025,0.103,0.929,0.096,0.0,0.0,0.0,0.103,0.074,0.029,0.089,0.156,0.0,0.026,0.091,0.037,0.154,0.006,0.0,0.0,0.0,0.78,0.4,0.68,0.56,0.616,0.064,0.419,0.183
Mirra Andreeva,2025 Roland Garros R32,W vsPutintseva,2025,0.164,0.556,0.091,0.021,1.0,0.021,0.143,0.088,0.055,0.116,0.071,0.0,0.259,0.165,0.041,0.5,0.02,0.0,0.0,0.0,0.9,0.8,0.53,0.739,0.813,0.074,0.572,0.263
Mirra Andreeva,2025 Roland Garros R64,W vsKrueger,2025,0.056,0.833,0.047,0.0,0.0,0.0,0.12,0.101,0.019,0.11,0.1,0.333,0.316,0.374,0.03,0.5,0.015,0.0,0.0,0.0,0.434,0.6,0.27,0.468,0.514,0.058,0.445,0.198
Mirra Andreeva,2025 Roland Garros R128,W vsBucsa,2025,0.074,0.778,0.058,0.0,0.0,0.0,0.071,0.077,0.006,0.074,0.15,0.0,0.12,0.135,0.028,0.286,0.008,0.0,0.015,0.006,0.707,0.6,0.48,0.585,0.644,0.049,0.456,0.201
Mirra Andreeva,2025 Rome QF,L vsGauff,2025,0.129,0.706,0.091,0.0,0.0,0.0,0.085,0.055,0.03,0.07,0.154,0.0,0.086,0.12,0.038,0.167,0.006,0.0,0.0,0.0,0.924,0.6,0.473,0.626,0.564,0.055,0.461,0.21
Mirra Andreeva,2025 Rome R16,W vsTauson,2025,0.056,0.545,0.031,0.0,0.0,0.0,0.162,0.106,0.056,0.134,0.212,0.167,0.389,0.384,0.03,0.5,0.015,0.09,0.155,0.116,0.37,0.6,0.545,0.538,0.591,0.098,0.519,0.243
Mirra Andreeva,2025 Rome R32,W vsNoskova,2025,0.033,0.75,0.025,0.0,0.0,0.0,0.068,0.04,0.028,0.054,0.0,0.0,0.143,0.072,0.01,0.5,0.005,0.0,0.0,0.0,0.474,0.4,0.554,0.461,0.507,0.029,0.364,0.145
Mirra Andreeva,2025 Rome R64,W vsArango,2025,0.175,0.773,0.135,0.0,0.0,0.0,0.078,0.096,0.018,0.087,0.118,0.167,0.24,0.262,0.012,0.5,0.006,0.0,0.0,0.0,0.947,0.6,0.303,0.58,0.638,0.075,0.451,0.222
Mirra Andreeva,2025 Madrid QF,L vsGauff,2025,0.076,0.5,0.038,0.0,0.0,0.0,0.043,0.1,0.057,0.072,0.091,0.0,0.12,0.106,0.046,0.3,0.014,0.35,0.32,0.338,0.732,0.8,0.996,0.845,0.761,0.141,0.677,0.35
Mirra Andreeva,2025 Madrid R32,W vsFrech,2025,0.183,0.667,0.122,0.0,0.0,0.0,0.079,0.083,0.004,0.081,0.057,0.25,0.214,0.26,0.027,0.625,0.017,0.0,0.0,0.0,0.965,0.6,0.275,0.575,0.633,0.069,0.444,0.216
Mirra Andreeva,2025 Madrid R64,W vsBouzkova,2025,0.149,0.65,0.097,0.0,0.0,0.0,0.134,0.14,0.006,0.137,0.139,0.0,0.286,0.213,0.039,0.364,0.014,0.27,0.335,0.296,0.767,0.6,0.95,0.738,0.812,0.173,0.608,0.327
Mirra Andreeva,2025 Stuttgart R16,L vsAlexandrova,2025,0.03,0.667,0.02,0.0,0.0,0.0,0.143,0.026,0.117,0.084,0.25,0.0,0.143,0.196,0.009,1.0,0.009,0.34,0.41,0.368,0.307,0.8,0.97,0.753,0.677,0.15,0.671,0.352
Mirra Andreeva,2025 Stuttgart R32,W vsAndreeva,2025,0.186,0.875,0.163,0.0,0.0,0.0,0.143,0.318,0.175,0.23,0.125,0.0,0.6,0.362,0.015,0.0,0.0,0.19,0.275,0.224,0.649,0.4,0.84,0.582,0.64,0.208,0.524,0.3
Mirra Andreeva,2025 Miami R32,L vsAnisimova,2025,0.038,0.889,0.034,0.0,0.0,0.0,0.094,0.076,0.018,0.085,0.146,0.0,0.172,0.159,0.028,0.364,0.01,0.0,0.0,0.0,0.38,0.6,0.442,0.509,0.458,0.044,0.435,0.189
Mirra Andreeva,2025 Miami R64,W vsKudermetova,2025,0.052,0.6,0.031,0.0,0.0,0.0,0.048,0.083,0.035,0.066,0.05,0.0,0.286,0.168,0.007,1.0,0.007,0.0,0.0,0.0,0.597,0.6,0.34,0.521,0.574,0.036,0.42,0.182
Mirra Andreeva,2025 Indian Wells F,W vsSabalenka,2025,0.092,0.688,0.063,0.0,0.0,0.0,0.19,0.123,0.067,0.156,0.267,0.0,0.385,0.326,0.035,0.333,0.012,0.045,0.12,0.075,0.502,0.6,0.582,0.575,0.633,0.104,0.522,0.246
Mirra Andreeva,2025 Indian Wells SF,W vsSwiatek,2025,0.057,0.7,0.04,0.0,0.0,0.0,0.111,0.146,0.035,0.128,0.114,0.0,0.258,0.186,0.018,0.2,0.004,0.03,0.09,0.054,0.39,0.6,0.723,0.595,0.654,0.08,0.52,0.23
Mirra Andreeva,2025 Indian Wells QF,W vsSvitolina,2025,0.065,0.625,0.041,0.0,0.0,0.0,0.117,0.176,0.059,0.147,0.079,0.0,0.355,0.217,0.031,0.444,0.014,0.0,0.0,0.0,0.393,0.6,0.543,0.542,0.596,0.071,0.478,0.209
Mirra Andreeva,2025 Indian Wells R16,W vsRybakina,2025,0.032,1.0,0.032,0.0,0.0,0.0,0.093,0.176,0.083,0.134,0.25,0.0,0.35,0.3,0.017,0.333,0.006,0.0,0.03,0.012,0.218,0.6,0.433,0.474,0.521,0.067,0.46,0.203
Mirra Andreeva,2025 Indian Wells R32,W vsTauson,2025,0.047,0.75,0.035,0.0,0.0,0.0,0.08,0.054,0.026,0.067,0.19,0.0,0.167,0.178,0.041,0.667,0.027,0.0,0.0,0.0,0.544,0.6,0.301,0.499,0.549,0.037,0.41,0.181
Mirra Andreeva,2025 Indian Wells R64,W vsGracheva,2025,0.121,0.706,0.085,0.0,0.0,0.0,0.034,0.074,0.04,0.054,0.069,0.0,0.227,0.148,0.015,0.5,0.008,0.0,0.0,0.0,0.955,0.6,0.315,0.586,0.644,0.047,0.426,0.198
Mirra Andreeva,2025 Dubai F,W vsTauson,2025,0.058,0.75,0.044,0.0,0.0,0.0,0.108,0.156,0.048,0.132,0.136,0.0,0.269,0.202,0.009,0.5,0.005,0.0,0.055,0.022,0.387,0.6,0.61,0.561,0.617,0.072,0.493,0.217
Mirra Andreeva,2025 Dubai SF,W vsRybakina,2025,0.037,0.571,0.021,0.0,0.0,0.0,0.189,0.113,0.076,0.151,0.227,0.0,0.28,0.254,0.007,0.0,0.0,0.0,0.0,0.0,0.226,0.4,0.518,0.4,0.44,0.067,0.387,0.161
Mirra Andreeva,2025 Dubai QF,W vsSwiatek,2025,0.031,0.25,0.008,0.0,0.0,0.0,0.16,0.205,0.045,0.182,0.231,0.0,0.267,0.249,0.012,0.5,0.006,0.0,0.08,0.032,0.16,0.6,0.669,0.533,0.586,0.085,0.509,0.219
Mirra Andreeva,2025 Dubai R16,W vsStearns,2025,0.085,0.778,0.066,0.0,0.0,0.0,0.036,0.263,0.227,0.15,0.042,0.0,0.75,0.396,0.011,1.0,0.011,0.08,0.34,0.184,0.488,0.6,0.664,0.597,0.656,0.135,0.561,0.282
Mirra Andreeva,2025 Dubai R32,W vsVondrousova,2025,0.05,0.667,0.033,0.0,0.0,0.0,0.289,0.209,0.08,0.249,0.385,0.0,0.167,0.276,0.03,0.5,0.015,0.355,0.65,0.473,0.191,0.8,0.984,0.733,0.807,0.252,0.689,0.405
Mirra Andreeva,2025 Dubai R64,W vsAvanesyan,2025,0.064,0.667,0.043,0.0,0.0,0.0,0.105,0.111,0.006,0.108,0.188,1.0,0.25,0.719,0.013,0.5,0.007,0.0,0.0,0.0,0.495,0.6,0.146,0.443,0.487,0.056,0.5,0.21
Mirra Andreeva,2025 Doha R32,L vsSramkova,2025,0.078,0.533,0.042,0.0,0.0,0.0,0.108,0.078,0.03,0.093,0.149,0.0,0.389,0.269,0.026,0.4,0.01,0.0,0.0,0.0,0.639,0.6,0.311,0.521,0.469,0.05,0.44,0.193
Mirra Andreeva,2025 Doha R64,W vsVolynets,2025,0.152,0.567,0.086,0.012,1.0,0.012,0.098,0.11,0.012,0.104,0.129,0.0,0.269,0.199,0.006,0.667,0.004,0.0,0.0,0.0,0.893,0.8,0.453,0.715,0.786,0.067,0.559,0.257
Mirra Andreeva,2025 Australian Open R16,L vsSabalenka,2025,0.022,0.0,0.0,0.0,0.0,0.0,0.071,0.108,0.037,0.09,0.091,0.0,0.364,0.227,0.009,0.0,0.0,0.385,0.41,0.395,0.218,0.4,0.967,0.534,0.48,0.154,0.504,0.271
Mirra Andreeva,2025 Australian Open R32,W vsFrech,2025,0.071,0.636,0.045,0.0,0.0,0.0,0.084,0.065,0.019,0.075,0.153,0.0,0.241,0.197,0.019,0.556,0.011,0.0,0.0,0.0,0.686,0.6,0.33,0.536,0.59,0.043,0.429,0.189
Mirra Andreeva,2025 Australian Open R64,W vsUchijima,2025,0.107,0.696,0.074,0.0,0.0,0.0,0.145,0.075,0.07,0.11,0.0,0.0,0.0,0.0,0.009,1.0,0.009,0.07,0.2,0.122,0.712,0.4,1.0,0.642,0.707,0.103,0.481,0.224
Mirra Andreeva,2025 Australian Open R128,W vsBouzkova,2025,0.172,0.762,0.131,0.0,0.0,0.0,0.153,0.151,0.002,0.152,0.186,0.0,0.303,0.244,0.01,0.0,0.0,0.0,0.0,0.0,0.786,0.4,0.535,0.518,0.57,0.1,0.418,0.201
Mirra Andreeva,2025 Brisbane SF,L vsSabalenka,2025,0.079,1.0,0.079,0.0,0.0,0.0,0.14,0.167,0.027,0.154,0.286,0.0,0.375,0.33,0.017,0.667,0.011,0.07,0.045,0.06,0.449,0.6,0.542,0.552,0.497,0.103,0.509,0.243
Mirra Andreeva,2025 Brisbane R16,W vsNoskova,2025,0.101,0.6,0.061,0.0,0.0,0.0,0.275,0.255,0.02,0.265,0.294,1.0,0.538,0.916,0.008,0.0,0.0,0.385,0.38,0.383,0.352,0.6,0.604,0.552,0.607,0.239,0.668,0.368
Mirra Andreeva,2024 Ningbo F,L vsKasatkina,2024,0.039,0.333,0.013,0.0,0.0,0.0,0.074,0.054,0.02,0.064,0.129,0.0,0.109,0.119,0.019,0.333,0.006,0.0,0.0,0.0,0.483,0.6,0.441,0.529,0.476,0.029,0.43,0.179
Mirra Andreeva,2024 Wuhan R32,L vsAndreeva,2024,0.083,0.5,0.042,0.0,0.0,0.0,0.089,0.051,0.038,0.07,0.093,0.0,0.095,0.094,0.026,0.429,0.011,0.14,0.0,0.084,0.777,0.4,0.871,0.617,0.555,0.066,0.472,0.199
Mirra Andreeva,2024 Beijing QF,L vsZheng,2024,0.063,0.5,0.032,0.0,0.0,0.0,0.07,0.062,0.008,0.066,0.075,0.0,0.182,0.128,0.009,0.667,0.006,0.0,0.0,0.0,0.68,0.6,0.427,0.564,0.508,0.036,0.439,0.187
Mirra Andreeva,2024 Beijing R16,W vsLinette,2024,0.029,1.0,0.029,0.0,0.0,0.0,0.111,0.128,0.017,0.12,0.091,0.0,0.435,0.263,0.004,1.0,0.004,0.0,0.0,0.0,0.22,0.6,0.406,0.466,0.513,0.056,0.444,0.194
Mirra Andreeva,2024 US Open R64,L vsKrueger,2024,0.063,0.5,0.032,0.0,0.0,0.0,0.061,0.123,0.062,0.092,0.091,0.0,0.455,0.273,0.022,0.0,0.0,0.0,0.06,0.024,0.549,0.4,0.388,0.426,0.384,0.053,0.373,0.159
Mirra Andreeva,2024 Cincinnati QF,L vsSwiatek,2024,0.005,1.0,0.005,0.0,0.0,0.0,0.162,0.113,0.049,0.138,0.273,0.0,0.25,0.262,0.023,0.5,0.012,0.22,0.315,0.258,0.034,0.6,0.885,0.572,0.515,0.134,0.565,0.281
Mirra Andreeva,2024 Cincinnati R16,W vsPaolini,2024,0.092,0.813,0.075,0.0,0.0,0.0,0.169,0.179,0.01,0.174,0.162,1.0,0.444,0.803,0.008,0.0,0.0,0.155,0.235,0.187,0.462,0.4,0.417,0.418,0.459,0.148,0.509,0.255
Mirra Andreeva,2024 Iasi F,W vsAvanesyan,2024,0.135,0.739,0.1,0.0,0.0,0.0,0.053,0.094,0.041,0.074,0.096,0.0,0.281,0.188,0.028,0.625,0.017,0.0,0.0,0.0,0.924,0.6,0.328,0.583,0.641,0.059,0.438,0.207
Mirra Andreeva,2024 Roland Garros SF,L vsPaolini,2024,0.104,0.455,0.047,0.0,0.0,0.0,0.061,0.098,0.037,0.08,0.059,0.0,0.222,0.14,0.026,0.167,0.004,0.0,0.0,0.0,0.822,0.6,0.473,0.606,0.546,0.046,0.461,0.199
Mirra Andreeva,2024 Roland Garros QF,W vsSabalenka,2024,0.08,0.625,0.05,0.0,0.0,0.0,0.208,0.14,0.068,0.174,0.231,0.0,0.19,0.211,0.042,0.333,0.014,0.0,0.07,0.028,0.409,0.6,0.697,0.591,0.65,0.093,0.52,0.232
Mirra Andreeva,2024 Roland Garros R16,W vsGracheva,2024,0.055,0.857,0.047,0.0,0.0,0.0,0.101,0.06,0.041,0.08,0.111,0.5,0.139,0.375,0.023,0.571,0.013,0.0,0.0,0.0,0.543,0.6,0.199,0.468,0.515,0.046,0.431,0.191
Mirra Andreeva,2024 Roland Garros R32,W vsStearns,2024,0.092,0.8,0.074,0.0,0.0,0.0,0.096,0.152,0.056,0.124,0.0,0.0,0.0,0.0,0.018,0.75,0.014,0.0,0.0,0.0,0.596,0.4,1.0,0.619,0.681,0.072,0.475,0.195
Mirra Andreeva,2024 Roland Garros R64,W vsAzarenka,2024,0.073,0.643,0.047,0.0,0.0,0.0,0.087,0.11,0.023,0.098,0.146,0.333,0.17,0.324,0.019,0.556,0.011,0.0,0.0,0.0,0.587,0.6,0.278,0.501,0.551,0.053,0.442,0.196
