Player,Match,Result,Year,Return_In_Play_Rate,Return_Win_Efficiency,Return_Aggression,Return_Forehand_Ratio,Return_Depth_Index,Return_Defense_Rate,First_Serve_Return_Quality,Second_Serve_Return_Quality,Serve_Return_Adaptability,Return_Consistency,Return_Tactical_Balance,Return_Positioning_Intelligence,Service_Type_Adaptability,Defensive_Versatility,Return_Match_Impact,Overall_Return_Game
Mirra Andreeva,2025 Indian Wells R64,W vsGracheva,2025,0.746,0.585,0.042,0.667,2.45,0.094,0.554,0.578,0.563,0.923,0.383,1.426,0.953,0.078,0.619,0.49
Mirra Andreeva,2025 Dubai F,W vsTauson,2025,0.773,0.569,0.03,1.0,2.25,0.13,0.518,0.625,0.566,0.333,0.211,1.33,0.807,0.104,0.622,0.457
Mirra Andreeva,2025 Dubai SF,W vsRybakina,2025,0.778,0.471,0.111,0.2,2.51,0.027,0.481,0.619,0.544,0.698,0.995,1.488,0.758,0.025,0.598,0.601
Mirra Andreeva,2025 Dubai QF,W vsSwiatek,2025,0.836,0.569,0.148,0.444,2.45,0.047,0.583,0.685,0.628,0.56,0.989,1.499,0.816,0.059,0.691,0.658
Mirra Andreeva,2025 Dubai R16,W vsStearns,2025,0.786,0.705,0.054,0.667,2.5,0.03,0.643,0.608,0.623,0.423,0.874,1.488,0.934,0.025,0.686,0.637
Mirra Andreeva,2025 Dubai R32,W vsVondrousova,2025,0.597,0.649,0.097,0.0,2.44,0.303,0.606,0.526,0.565,0.631,0.3,1.299,0.853,0.228,0.622,0.465
Mirra Andreeva,2025 Dubai R64,W vsAvanesyan,2025,0.78,0.667,0.06,0.0,2.68,0.034,0.596,0.675,0.631,0.497,0.877,1.59,0.854,0.024,0.694,0.632
Mirra Andreeva,2025 Doha R32,L vsSramkova,2025,0.719,0.522,0.063,0.167,2.29,0.03,0.507,0.606,0.551,0.923,0.918,1.312,0.82,0.024,0.496,0.579
Mirra Andreeva,2025 Doha R64,W vsVolynets,2025,0.798,0.53,0.019,0.0,0.0,0.134,0.532,0.577,0.551,1.0,0.131,0.0,0.914,0.136,0.606,0.432
Mirra Andreeva,2025 Australian Open R16,L vsSabalenka,2025,0.704,0.421,0.037,0.5,2.83,0.087,0.406,0.546,0.47,0.726,0.364,1.607,0.755,0.091,0.423,0.421
Mirra Andreeva,2025 Australian Open R32,W vsFrech,2025,0.833,0.554,0.026,0.5,2.27,0.172,0.554,0.584,0.566,0.631,0.142,1.387,0.94,0.139,0.622,0.451
Mirra Andreeva,2025 Australian Open R64,W vsUchijima,2025,0.702,0.466,0.048,0.8,0.0,0.178,0.428,0.578,0.497,1.0,0.25,0.0,0.741,0.166,0.546,0.415
Mirra Andreeva,2025 Australian Open R128,W vsBouzkova,2025,0.786,0.705,0.018,0.0,2.1,0.103,0.568,0.699,0.627,0.923,0.158,1.25,0.77,0.07,0.69,0.489
Mirra Andreeva,2025 Brisbane SF,L vsSabalenka,2025,0.782,0.443,0.038,0.333,2.66,0.086,0.44,0.572,0.5,0.819,0.376,1.58,0.768,0.079,0.45,0.451
Mirra Andreeva,2025 Brisbane R16,W vsNoskova,2025,0.69,0.724,0.095,0.0,2.18,0.231,0.614,0.571,0.591,0.67,0.375,1.228,0.918,0.206,0.65,0.52
Mirra Andreeva,2024 Ningbo F,L vsKasatkina,2024,0.827,0.403,0.0,0.5,2.71,0.086,0.508,0.522,0.512,0.98,0.0,1.65,0.972,0.061,0.461,0.374
Mirra Andreeva,2024 Wuhan R32,L vsAndreeva,2024,0.742,0.531,0.0,0.5,2.57,0.064,0.494,0.548,0.517,0.487,0.0,1.492,0.897,0.054,0.465,0.384
Mirra Andreeva,2024 Beijing QF,L vsZheng,2024,0.674,0.586,0.128,0.182,2.39,0.012,0.427,0.677,0.543,0.477,1.0,1.334,0.606,0.01,0.489,0.607
Mirra Andreeva,2024 Beijing R16,W vsLinette,2024,0.811,0.767,0.019,0.0,2.38,0.0,0.634,0.648,0.637,0.942,0.956,1.437,0.973,0.0,0.701,0.669
Mirra Andreeva,2024 US Open R64,L vsKrueger,2024,0.698,0.432,0.132,0.286,2.31,0.1,0.434,0.608,0.514,0.423,0.834,1.307,0.706,0.094,0.463,0.541
Mirra Andreeva,2024 Cincinnati QF,L vsSwiatek,2024,0.626,0.439,0.077,0.286,2.38,0.071,0.435,0.479,0.454,0.391,0.74,1.29,0.917,0.068,0.408,0.486
Mirra Andreeva,2024 Cincinnati R16,W vsPaolini,2024,0.75,0.609,0.043,0.25,2.88,0.148,0.526,0.609,0.563,0.353,0.266,1.68,0.846,0.111,0.619,0.472
Mirra Andreeva,2024 Iasi F,W vsAvanesyan,2024,0.846,0.571,0.011,1.0,2.94,0.0,0.581,0.582,0.578,0.56,0.8,1.809,0.998,0.0,0.636,0.59
Mirra Andreeva,2024 Roland Garros SF,L vsPaolini,2024,0.75,0.467,0.033,0.5,2.2,0.0,0.482,0.539,0.507,0.391,0.997,1.283,0.892,0.0,0.456,0.574
Mirra Andreeva,2024 Roland Garros QF,W vsSabalenka,2024,0.748,0.588,0.093,0.8,2.51,0.104,0.572,0.572,0.569,0.835,0.673,1.462,0.999,0.102,0.626,0.558
Mirra Andreeva,2024 Roland Garros R16,W vsGracheva,2024,0.877,0.561,0.031,0.0,2.64,0.023,0.597,0.565,0.579,0.583,0.735,1.652,0.938,0.026,0.637,0.584
Mirra Andreeva,2024 Roland Garros R32,W vsStearns,2024,0.889,0.583,0.037,1.0,0.0,0.0,0.616,0.6,0.605,1.0,0.999,0.0,0.969,0.0,0.666,0.651
Mirra Andreeva,2024 Roland Garros R64,W vsAzarenka,2024,0.874,0.614,0.074,0.571,2.31,0.0,0.586,0.677,0.626,0.497,1.0,1.443,0.834,0.0,0.689,0.665
Mirra Andreeva,2024 Rome R128,L vsBadosa,2024,0.734,0.426,0.016,0.0,2.39,0.111,0.469,0.538,0.5,0.819,0.131,1.381,0.871,0.083,0.45,0.386
Mirra Andreeva,2024 Madrid QF,L vsSabalenka,2024,0.788,0.317,0.115,0.833,2.6,0.048,0.439,0.528,0.479,0.631,0.963,1.55,0.838,0.048,0.431,0.551
Mirra Andreeva,2024 Madrid R16,W vsPaolini,2024,0.848,0.589,0.045,0.667,2.97,0.014,0.583,0.619,0.597,0.835,0.954,1.83,0.93,0.011,0.657,0.634
Mirra Andreeva,2024 Madrid R64,W vsNoskova,2024,0.77,0.552,0.08,0.429,2.15,0.139,0.516,0.693,0.597,0.657,0.491,1.268,0.701,0.126,0.657,0.524
Mirra Andreeva,2024 Rouen QF,L vsKalinina,2024,0.82,0.5,0.0,0.5,2.27,0.0,0.526,0.565,0.542,0.712,0.0,1.377,0.925,0.0,0.487,0.399
Mirra Andreeva,2024 Rouen R16,W vsAvanesyan,2024,0.809,0.564,0.029,0.5,2.55,0.0,0.582,0.543,0.561,0.852,0.994,1.538,0.924,0.0,0.617,0.618
Mirra Andreeva,2024 Rouen R32,W vsPodoroska,2024,0.915,0.651,0.021,0.0,2.5,0.122,0.627,0.643,0.631,0.583,0.158,1.596,0.969,0.104,0.694,0.506
Mirra Andreeva,2024 Australian Open R16,L vsKrejcikova,2024,0.736,0.453,0.057,0.2,2.76,0.113,0.5,0.521,0.508,0.787,0.433,1.597,0.958,0.083,0.457,0.46
Mirra Andreeva,2024 Australian Open R32,W vsParry,2024,0.822,0.541,0.0,0.5,2.64,0.662,0.499,0.623,0.555,0.607,0.0,1.603,0.78,0.472,0.611,0.411
Mirra Andreeva,2024 Australian Open R64,W vsJabeur,2024,0.795,0.742,0.0,0.5,2.07,0.296,0.609,0.622,0.613,0.237,0.0,1.239,0.974,0.278,0.674,0.461
Mirra Andreeva,2023 US Open R64,L vsGauff,2023,0.688,0.303,0.083,0.5,2.24,0.043,0.37,0.515,0.437,0.98,0.916,1.26,0.748,0.042,0.393,0.503
Mirra Andreeva,2023 Lausanne R16,L vsBondar,2023,0.7,0.429,0.0,0.5,2.24,0.067,0.346,0.573,0.452,0.923,0.0,1.269,0.635,0.052,0.407,0.339
Mirra Andreeva,2023 Roland Garros R32,L vsGauff,2023,0.74,0.333,0.137,0.5,2.37,0.013,0.459,0.577,0.513,0.942,1.0,1.375,0.79,0.012,0.462,0.563
Mirra Andreeva,2023 Roland Garros R64,W vsParry,2023,0.898,0.547,0.017,1.0,2.34,0.229,0.588,0.639,0.609,0.353,0.071,1.48,0.904,0.19,0.67,0.458
Mirra Andreeva,2023 Roland Garros R128,W vsRiske Amritraj,2023,0.833,0.733,0.0,0.5,3.09,0.0,0.643,0.62,0.629,0.869,0.0,1.888,0.955,0.0,0.692,0.47
Mirra Andreeva,2023 Madrid R16,L vsSabalenka,2023,0.733,0.424,0.111,0.4,2.49,0.042,0.497,0.474,0.483,0.507,0.972,1.438,0.955,0.043,0.435,0.563
Mirra Andreeva,2023 Madrid R32,W vsLinette,2023,0.897,0.558,0.034,0.5,2.48,0.023,0.549,0.646,0.592,0.726,0.774,1.568,0.823,0.02,0.651,0.599
Mirra Andreeva,2023 Madrid R64,W vsHaddad Maia,2023,0.742,0.561,0.056,0.4,2.61,0.051,0.556,0.523,0.538,0.923,0.725,1.516,0.936,0.052,0.591,0.548
Mirra Andreeva,2023 Madrid R128,W vsFernandez,2023,0.723,0.5,0.021,0.0,2.19,0.021,0.522,0.479,0.499,0.301,0.59,1.258,0.919,0.014,0.549,0.491
Mirra Andreeva,2023 W60 Chiasso Q2,W vsGranwehr,2023,0.875,0.657,0.05,0.5,2.57,0.088,0.592,0.678,0.63,0.237,0.47,1.606,0.843,0.075,0.693,0.565
Mirra Andreeva,2022 Monastir R32,L vsPotapova,2022,0.772,0.462,0.059,0.167,2.59,0.0,0.498,0.583,0.536,0.98,1.0,1.53,0.843,0.0,0.482,0.59
Jasmine Paolini,2025 Cincinnati QF,W vsGauff,2025,0.607,0.51,0.036,0.333,2.55,0.0,0.484,0.566,0.521,0.726,0.999,1.366,0.848,0.0,0.573,0.559
Jasmine Paolini,2025 Wimbledon R64,L vsRakhimova,2025,0.738,0.382,0.029,0.333,2.65,0.063,0.437,0.587,0.506,0.771,0.378,1.535,0.74,0.052,0.455,0.43
Jasmine Paolini,2025 Bad Homburg SF,L vsSwiatek,2025,0.667,0.393,0.071,0.667,2.44,0.024,0.385,0.602,0.486,0.361,0.97,1.356,0.647,0.016,0.437,0.538
Jasmine Paolini,2025 Roland Garros R16,L vsSvitolina,2025,0.824,0.551,0.074,0.625,2.33,0.012,0.57,0.591,0.577,0.517,0.998,1.417,0.958,0.008,0.52,0.63
Jasmine Paolini,2025 Rome F,W vsGauff,2025,0.707,0.585,0.138,0.75,2.86,0.0,0.592,0.582,0.584,0.698,1.0,1.627,0.98,0.0,0.643,0.625
Jasmine Paolini,2025 Madrid R64,W vsBoulter,2025,0.722,0.769,0.167,0.333,2.82,0.026,0.669,0.718,0.689,0.295,1.0,1.619,0.906,0.019,0.758,0.695
Jasmine Paolini,2025 Stuttgart SF,L vsSabalenka,2025,0.701,0.617,0.149,0.4,2.75,0.038,0.464,0.684,0.566,0.487,0.996,1.559,0.644,0.025,0.509,0.627
Jasmine Paolini,2025 Stuttgart R32,W vsLys,2025,0.78,0.692,0.1,0.4,2.11,0.0,0.699,0.517,0.609,0.346,1.0,1.252,0.695,0.0,0.67,0.662
Jasmine Paolini,2025 Miami SF,L vsSabalenka,2025,0.745,0.342,0.176,0.444,2.5,0.167,0.436,0.695,0.556,0.538,0.759,1.454,0.595,0.143,0.501,0.535
Jasmine Paolini,2025 Miami QF,W vsLinette,2025,0.733,0.606,0.178,0.5,2.58,0.0,0.532,0.633,0.577,0.684,1.0,1.49,0.816,0.0,0.635,0.639
Jasmine Paolini,2025 Indian Wells R16,L vsSamsonova,2025,0.674,0.379,0.14,0.167,2.51,0.0,0.444,0.497,0.467,0.391,1.0,1.401,0.899,0.0,0.42,0.548
Jasmine Paolini,2025 Indian Wells R64,W vsJovic,2025,0.809,0.539,0.053,0.2,2.52,0.0,0.544,0.57,0.553,0.391,1.0,1.52,0.949,0.0,0.609,0.616
Jasmine Paolini,2025 Dubai R32,W vsLys,2025,0.75,0.622,0.067,0.0,2.69,0.0,0.574,0.586,0.577,0.527,1.0,1.569,0.976,0.0,0.635,0.629
Jasmine Paolini,2025 Australian Open R32,L vsSvitolina,2025,0.716,0.434,0.014,1.0,2.73,0.048,0.36,0.596,0.47,0.219,0.237,1.562,0.623,0.034,0.423,0.397
Jasmine Paolini,2025 Australian Open R128,W vsWei,2025,0.736,0.615,0.094,0.6,2.75,0.023,0.515,0.686,0.593,0.56,0.993,1.591,0.711,0.016,0.653,0.631
Jasmine Paolini,2025 United Cup QF,L vsMuchova,2025,0.592,0.6,0.079,0.333,2.68,0.204,0.476,0.55,0.509,0.741,0.353,1.422,0.862,0.198,0.458,0.448
Jasmine Paolini,2025 United Cup RR,W vsBencic,2025,0.795,0.743,0.182,0.375,2.42,0.04,0.655,0.796,0.718,0.538,0.999,1.448,0.754,0.034,0.79,0.714
Jasmine Paolini,2024 BJK Cup F,W vsSramkova,2024,0.682,0.767,0.0,0.5,2.84,0.036,0.575,0.656,0.61,0.961,0.0,1.592,0.851,0.036,0.672,0.442
Jasmine Paolini,2024 BJK Cup SF,L vsSwiatek,2024,0.679,0.514,0.064,0.429,2.64,0.041,0.474,0.579,0.522,0.517,0.85,1.478,0.811,0.035,0.47,0.549
Jasmine Paolini,2024 BJK Cup QF,W vsUchijima,2024,0.641,0.585,0.016,1.0,2.52,0.091,0.489,0.566,0.523,0.942,0.157,1.378,0.857,0.079,0.575,0.41
Jasmine Paolini,2024 Riyadh Finals RR,W vsRybakina,2024,0.671,0.532,0.129,0.333,2.79,0.033,0.454,0.577,0.51,0.835,0.995,1.554,0.781,0.03,0.561,0.586
Jasmine Paolini,2024 Riyadh Finals RR,L vsSabalenka,2024,0.662,0.419,0.123,0.875,2.22,0.08,0.469,0.526,0.494,0.756,0.878,1.23,0.893,0.087,0.445,0.534
Jasmine Paolini,2024 Riyadh Finals RR,L vsZheng,2024,0.532,0.6,0.191,0.333,2.61,0.026,0.447,0.613,0.523,0.619,1.0,1.333,0.717,0.025,0.471,0.586
Jasmine Paolini,2024 Wuhan R16,W vsAndreeva,2024,0.711,0.656,0.0,0.5,2.96,0.059,0.521,0.58,0.547,0.923,0.0,1.688,0.888,0.044,0.601,0.41
Jasmine Paolini,2024 Beijing R32,L vsLinette,2024,0.833,0.533,0.153,0.364,2.57,0.021,0.526,0.636,0.575,0.803,1.0,1.57,0.803,0.016,0.518,0.64
Jasmine Paolini,2024 US Open R16,L vsMuchova,2024,0.591,0.385,0.045,0.0,2.67,0.079,0.355,0.47,0.407,0.607,0.467,1.416,0.795,0.06,0.367,0.397
Jasmine Paolini,2024 US Open R32,W vsPutintseva,2024,0.754,0.592,0.031,0.0,2.37,0.094,0.555,0.553,0.551,0.787,0.29,1.386,0.997,0.08,0.607,0.47
Jasmine Paolini,2024 US Open R128,W vsAndreescu,2024,0.73,0.528,0.09,0.545,2.37,0.027,0.543,0.543,0.54,0.98,0.985,1.367,1.0,0.021,0.595,0.597
Jasmine Paolini,2024 Cincinnati R16,L vsAndreeva,2024,0.659,0.444,0.049,0.5,2.57,0.203,0.438,0.548,0.488,0.835,0.226,1.421,0.803,0.159,0.439,0.395
Jasmine Paolini,2024 Paris Olympics R16,L vsSchmiedlova,2024,0.724,0.618,0.057,0.333,2.71,0.027,0.545,0.589,0.564,0.449,0.912,1.557,0.916,0.02,0.507,0.6
Jasmine Paolini,2024 Paris Olympics R32,W vsLinette,2024,0.839,0.589,0.011,0.0,2.63,0.0,0.567,0.613,0.586,0.961,0.8,1.612,0.912,0.0,0.645,0.594
Jasmine Paolini,2024 Wimbledon F,L vsKrejcikova,2024,0.618,0.426,0.053,1.0,2.59,0.274,0.433,0.46,0.444,0.549,0.184,1.397,0.948,0.181,0.4,0.365
Jasmine Paolini,2024 Wimbledon SF,W vsVekic,2024,0.6,0.467,0.12,0.583,2.56,0.02,0.35,0.634,0.483,0.712,0.999,1.365,0.567,0.016,0.531,0.552
Jasmine Paolini,2024 Wimbledon QF,W vsNavarro,2024,0.706,0.75,0.059,0.5,2.51,0.049,0.537,0.825,0.671,0.631,0.762,1.427,0.562,0.037,0.738,0.62
Jasmine Paolini,2024 Wimbledon R16,W vsKeys,2024,0.701,0.659,0.128,0.8,2.54,0.125,0.56,0.627,0.589,0.835,0.739,1.44,0.874,0.118,0.648,0.586
Jasmine Paolini,2024 Wimbledon R32,W vsAndreescu,2024,0.738,0.625,0.077,0.4,2.52,0.2,0.531,0.644,0.582,0.517,0.351,1.46,0.798,0.16,0.64,0.5
Jasmine Paolini,2024 Wimbledon R64,W vsMinnen,2024,0.833,0.629,0.06,0.6,2.51,0.0,0.57,0.661,0.611,0.852,1.0,1.534,0.834,0.0,0.672,0.654
Jasmine Paolini,2024 Wimbledon R128,W vsSorribes Tormo,2024,0.787,0.646,0.098,0.667,2.32,0.219,0.608,0.581,0.592,0.619,0.404,1.382,0.947,0.188,0.651,0.53
Jasmine Paolini,2024 Eastbourne SF,L vsKasatkina,2024,0.758,0.467,0.051,0.8,2.56,0.341,0.531,0.467,0.498,0.803,0.144,1.5,0.88,0.291,0.448,0.406
Jasmine Paolini,2024 Roland Garros F,L vsSwiatek,2024,0.81,0.382,0.095,0.25,2.37,0.0,0.492,0.504,0.495,0.787,1.0,1.43,0.975,0.0,0.446,0.576
Jasmine Paolini,2024 Roland Garros SF,W vsAndreeva,2024,0.804,0.622,0.043,0.5,2.39,0.022,0.557,0.644,0.596,0.333,0.873,1.437,0.84,0.014,0.655,0.615
Jasmine Paolini,2024 Roland Garros QF,W vsRybakina,2024,0.713,0.629,0.023,0.0,2.63,0.012,0.515,0.63,0.567,0.432,0.78,1.502,0.794,0.008,0.624,0.57
Jasmine Paolini,2024 Roland Garros R16,W vsAvanesyan,2024,0.875,0.614,0.025,0.5,2.64,0.0,0.619,0.59,0.602,0.247,0.987,1.65,0.943,0.0,0.662,0.649
Jasmine Paolini,2024 Roland Garros R32,W vsAndreescu,2024,0.897,0.557,0.115,0.667,2.54,0.093,0.608,0.639,0.62,0.771,0.806,1.606,0.938,0.087,0.682,0.624
Jasmine Paolini,2024 Madrid R16,L vsAndreeva,2024,0.847,0.556,0.047,0.0,2.65,0.054,0.538,0.644,0.586,0.595,0.626,1.632,0.809,0.034,0.527,0.559
Jasmine Paolini,2024 Madrid R32,W vsGarcia,2024,0.831,0.592,0.034,0.5,2.48,0.091,0.53,0.659,0.588,0.497,0.324,1.514,0.772,0.105,0.647,0.502
Jasmine Paolini,2024 Stuttgart R16,W vsJabeur,2024,0.671,0.604,0.152,0.417,2.32,0.143,0.459,0.64,0.542,0.571,0.759,1.292,0.697,0.118,0.597,0.565
Jasmine Paolini,2024 Miami R32,L vsNavarro,2024,0.74,0.519,0.041,0.333,2.63,0.067,0.486,0.584,0.53,0.756,0.487,1.525,0.822,0.061,0.477,0.488
Jasmine Paolini,2024 Indian Wells R32,W vsKalinskaya,2024,0.75,0.44,0.01,1.0,2.54,0.175,0.503,0.54,0.518,0.432,0.054,1.482,0.929,0.145,0.57,0.38
Jasmine Paolini,2024 Dubai F,W vsKalinskaya,2024,0.78,0.535,0.033,0.333,2.22,0.093,0.555,0.537,0.544,0.549,0.31,1.317,0.965,0.062,0.598,0.466
Jasmine Paolini,2024 Dubai SF,W vsCirstea,2024,0.833,0.588,0.021,0.5,2.62,0.017,0.553,0.622,0.583,0.905,0.651,1.601,0.872,0.01,0.641,0.563
Jasmine Paolini,2024 Doha R64,L vsNavarro,2024,0.909,0.48,0.109,0.333,2.93,0.033,0.55,0.634,0.587,0.56,0.988,1.864,0.845,0.024,0.528,0.638
Jasmine Paolini,2024 Australian Open R16,L vsKalinskaya,2024,0.889,0.333,0.037,0.0,2.52,0.078,0.522,0.453,0.487,0.423,0.397,1.587,0.87,0.064,0.438,0.451
Jasmine Paolini,2024 Australian Open R32,W vsBlinkova,2024,0.813,0.596,0.172,0.364,2.46,0.065,0.609,0.596,0.6,0.771,0.98,1.487,0.974,0.04,0.66,0.654
Jasmine Paolini,2024 United Cup RR,W vsKerber,2024,0.832,0.582,0.084,0.375,2.13,0.0,0.586,0.652,0.614,0.852,1.0,1.301,0.875,0.0,0.676,0.649
Jasmine Paolini,2024 United Cup RR,L vsGarcia,2024,0.537,0.627,0.084,0.5,2.55,0.083,0.442,0.575,0.503,0.942,0.718,1.306,0.766,0.062,0.453,0.515
Jasmine Paolini,2023 BJK Cup F,L vsFernandez,2023,0.867,0.423,0.033,1.0,2.74,0.019,0.566,0.531,0.547,0.869,0.814,1.705,0.933,0.014,0.492,0.562
Jasmine Paolini,2023 Monastir F,L vsMertens,2023,0.791,0.353,0.047,0.5,1.78,0.089,0.467,0.55,0.504,0.368,0.442,1.063,0.847,0.054,0.453,0.45
Jasmine Paolini,2023 Beijing R16,L vsSabalenka,2023,0.594,0.585,0.072,0.4,2.76,0.06,0.4,0.642,0.512,0.497,0.773,1.466,0.617,0.036,0.461,0.529
Jasmine Paolini,2023 Palermo F,L vsZheng,2023,0.738,0.435,0.071,0.5,2.46,0.018,0.479,0.548,0.509,0.326,0.988,1.425,0.871,0.038,0.458,0.57
Jasmine Paolini,2023 Roland Garros R64,L vsDanilovic,2023,0.629,0.614,0.114,0.375,2.45,0.0,0.508,0.562,0.531,0.923,1.0,1.33,0.898,0.0,0.478,0.599
Jasmine Paolini,2023 Roland Garros R128,W vsCirstea,2023,0.822,0.534,0.084,0.333,2.34,0.0,0.531,0.637,0.579,0.698,1.0,1.421,0.808,0.0,0.637,0.628
Jasmine Paolini,2022 Cluj Napoca F,L vsBlinkova,2022,0.594,0.463,0.101,0.286,2.58,0.0,0.399,0.55,0.468,0.607,1.0,1.371,0.739,0.0,0.421,0.544
Jasmine Paolini,2022 US Open R128,L vsSwiatek,2022,0.725,0.517,0.075,0.0,2.34,0.05,0.484,0.56,0.517,1.0,0.848,1.346,0.858,0.044,0.466,0.559
Jasmine Paolini,2022 Granby R32,W vsSakatsume,2022,0.773,0.431,0.015,0.0,2.53,0.036,0.497,0.49,0.491,0.698,0.315,1.495,0.985,0.038,0.54,0.429
Jasmine Paolini,2022 Indian Wells R32,L vsGolubic,2022,0.853,0.46,0.039,0.25,2.67,0.068,0.574,0.481,0.527,0.56,0.462,1.649,0.83,0.066,0.475,0.493
Jasmine Paolini,2022 Indian Wells R64,W vsSabalenka,2022,0.578,0.479,0.072,0.667,2.64,0.019,0.371,0.627,0.49,0.887,0.986,1.389,0.6,0.014,0.539,0.542
Jasmine Paolini,2021 Linz QF,L vsHalep,2021,0.8,0.441,0.082,0.714,2.56,0.012,0.489,0.631,0.554,0.67,0.999,1.536,0.753,0.009,0.498,0.599
Jasmine Paolini,2021 Courmayeur R16,W vsStefanini,2021,0.855,0.553,0.055,0.333,2.4,0.02,0.572,0.605,0.585,0.449,0.95,1.484,0.937,0.012,0.643,0.626
Jasmine Paolini,2021 Indian Wells R128,W vsHontama,2021,0.831,0.5,0.046,0.333,2.5,0.063,0.499,0.682,0.583,0.835,0.558,1.526,0.693,0.06,0.642,0.531
Jasmine Paolini,2021 Portoroz F,W vsRiske Amritraj,2021,0.891,0.614,0.063,0.25,2.85,0.02,0.6,0.664,0.627,0.301,0.97,1.796,0.88,0.014,0.69,0.661
Jasmine Paolini,2021 Bol F,W vsRus,2021,0.684,0.538,0.0,0.5,1.99,0.044,0.536,0.588,0.558,0.942,0.0,1.117,0.902,0.036,0.614,0.384
Jasmine Paolini,2021 Saint-Malo F,L vsGolubic,2021,0.763,0.467,0.017,0.0,2.45,0.079,0.505,0.508,0.504,0.942,0.189,1.44,0.996,0.068,0.454,0.412
Jasmine Paolini,2021 Gippsland Trophy R16,L vsMuchova,2021,0.595,0.54,0.048,0.25,2.54,0.138,0.374,0.588,0.473,0.583,0.313,1.35,0.652,0.164,0.426,0.415
Jasmine Paolini,2021 Gippsland Trophy R64,W vsMarino,2021,0.672,0.651,0.078,0.4,2.64,0.041,0.506,0.604,0.55,0.497,0.91,1.471,0.821,0.027,0.605,0.596
Jasmine Paolini,2020 Linz R32,L vsSabalenka,2020,0.569,0.514,0.015,0.0,2.7,0.133,0.418,0.54,0.473,0.741,0.105,1.412,0.783,0.1,0.426,0.358
Jasmine Paolini,2020 Roland Garros R128,W vsBolsova,2020,0.864,0.608,0.017,1.0,2.21,0.017,0.59,0.624,0.603,0.712,0.558,1.373,0.935,0.012,0.664,0.559
Jasmine Paolini,2020 Rome R32,L vsHalep,2020,0.734,0.638,0.047,0.667,2.75,0.0,0.529,0.643,0.581,0.631,1.0,1.59,0.796,0.0,0.523,0.627
Jasmine Paolini,2020 Australian Open R128,L vsBlinkova,2020,0.848,0.478,0.139,0.182,2.66,0.016,0.571,0.576,0.571,0.803,1.0,1.639,0.99,0.015,0.513,0.629
Jasmine Paolini,2019 Guangzhou QF,L vsKenin,2019,0.557,0.441,0.148,0.222,2.82,0.042,0.372,0.64,0.497,0.507,0.993,1.464,0.585,0.036,0.447,0.545
Jasmine Paolini,2019 Palermo QF,L vsBertens,2019,0.71,0.449,0.087,0.667,2.26,0.0,0.447,0.57,0.503,0.538,1.0,1.288,0.781,0.0,0.453,0.571
Jasmine Paolini,2016 Valencia $25K SF,W vsBucsa,2016,0.839,0.551,0.054,0.2,2.26,0.013,0.568,0.605,0.583,0.375,0.982,1.385,0.928,0.019,0.641,0.628
Jasmine Paolini,2016 Hechingen $25K QF,L vsBurger,2016,0.806,0.5,0.042,0.0,2.54,0.014,0.493,0.637,0.559,0.942,0.941,1.529,0.75,0.012,0.503,0.596
Madison Keys,2025 Montreal QF,L vsTauson,2025,0.559,0.424,0.068,1.0,2.56,0.207,0.389,0.476,0.428,0.961,0.303,1.33,0.84,0.176,0.385,0.375
Madison Keys,2025 Roland Garros R16,W vsBaptiste,2025,0.653,0.638,0.028,0.5,2.59,0.175,0.511,0.554,0.529,0.942,0.15,1.427,0.917,0.15,0.582,0.425
Madison Keys,2025 Charleston R16,L vsKalinskaya,2025,0.621,0.5,0.069,0.5,2.32,0.149,0.462,0.485,0.471,0.361,0.409,1.254,0.955,0.103,0.424,0.434
Madison Keys,2025 Miami R32,L vsEala,2025,0.726,0.578,0.129,0.5,2.62,0.064,0.529,0.6,0.56,0.468,0.941,1.507,0.868,0.044,0.504,0.608
Madison Keys,2025 Indian Wells SF,L vsSabalenka,2025,0.725,0.345,0.1,0.75,2.63,0.065,0.46,0.452,0.454,0.905,0.87,1.512,0.985,0.042,0.409,0.517
Madison Keys,2025 Indian Wells QF,W vsBencic,2025,0.731,0.737,0.077,0.5,2.21,0.091,0.601,0.694,0.642,0.852,0.642,1.275,0.831,0.083,0.706,0.594
Madison Keys,2025 Indian Wells R64,W vsPotapova,2025,0.778,0.738,0.056,0.333,2.44,0.091,0.65,0.595,0.621,0.619,0.504,1.446,0.896,0.088,0.683,0.568
Madison Keys,2025 Australian Open F,W vsSabalenka,2025,0.698,0.493,0.094,0.556,2.48,0.167,0.526,0.466,0.495,0.527,0.486,1.404,0.886,0.152,0.545,0.473
Madison Keys,2025 Australian Open SF,W vsSwiatek,2025,0.724,0.605,0.057,0.333,2.39,0.014,0.554,0.596,0.571,0.538,0.983,1.373,0.918,0.01,0.628,0.614
Madison Keys,2025 Australian Open QF,W vsSvitolina,2025,0.609,0.554,0.033,0.667,2.16,0.079,0.425,0.543,0.478,0.56,0.355,1.158,0.79,0.072,0.526,0.428
Madison Keys,2025 Australian Open R16,W vsRybakina,2025,0.588,0.62,0.035,1.0,3.0,0.037,0.418,0.622,0.512,0.619,0.632,1.588,0.666,0.024,0.564,0.501
