Player,Match,Result,Year,Serve_Power,Serve_Quick_Points,Serve_Rally_Control,First_Serve_Power,First_Serve_Dominance,Second_Serve_Aggression,Second_Serve_Effectiveness,First_Serve_Placement_Strategy,Second_Serve_Placement_Strategy,Serve_Type_Adaptability,Serve_Consistency,Power_Control_Balance,Clutch_Serving,Serve_Tactical_Intelligence,Serve_Match_Impact,Overall_Serve_Game
Jessica Pegula,2022 US Open QF,L vsSwiatek,2022,0.099,0.211,0.344,0.095,0.248,0.0,0.135,0.441,0.206,0.196,0.798,0.325,0.25,0.258,0.176,0.223
Jessica Pegula,2022 US Open R16,W vsKvitova,2022,0.321,0.377,0.389,0.4,0.441,1.04,0.129,0.287,0.452,0.297,0.536,0.725,0.1,0.287,0.327,0.369
Jessica Pegula,2022 US Open R32,W vsYuan,2022,0.349,0.476,0.75,0.4,0.561,1.04,0.415,0.248,0.51,0.492,0.747,0.538,0.5,0.448,0.541,0.498
Jessica Pegula,2022 Toronto SF,L vsHalep,2022,0.129,0.212,0.458,0.145,0.259,0.23,0.233,0.27,0.413,0.246,0.95,0.377,0.375,0.31,0.222,0.272
Jessica Pegula,2022 Roland Garros QF,L vsSwiatek,2022,0.147,0.253,0.413,0.186,0.31,0.66,0.19,0.324,0.217,0.254,0.786,0.451,0.45,0.3,0.229,0.283
Jessica Pegula,2022 Rome R16,L vsSabalenka,2022,0.213,0.255,0.29,0.25,0.284,0.63,0.252,0.356,0.481,0.268,0.938,0.675,0.5,0.375,0.241,0.315
Jessica Pegula,2022 Madrid F,L vsJabeur,2022,0.233,0.267,0.379,0.294,0.346,0.11,0.219,0.404,0.363,0.286,0.776,0.659,0.45,0.358,0.258,0.335
Jessica Pegula,2022 Madrid R16,W vsAndreescu,2022,0.31,0.405,0.4,0.396,0.48,0.03,0.242,0.311,0.235,0.37,0.622,0.694,0.388,0.335,0.407,0.395
Jessica Pegula,2022 Miami SF,L vsSwiatek,2022,0.171,0.224,0.377,0.204,0.283,0.14,0.182,0.231,0.383,0.236,0.816,0.54,0.393,0.296,0.212,0.282
Jessica Pegula,2022 Australian Open QF,L vsBarty,2022,0.179,0.214,0.357,0.207,0.299,0.35,0.185,0.371,0.143,0.246,0.796,0.574,0.322,0.265,0.221,0.28
Jessica Pegula,2021 Indian Wells R16,W vsSvitolina,2021,0.243,0.297,0.704,0.231,0.4,0.06,0.339,0.205,0.19,0.37,0.884,0.434,0.0,0.227,0.407,0.369
Jessica Pegula,2021 US Open R32,L vsBencic,2021,0.197,0.295,0.447,0.194,0.332,0.23,0.273,0.265,0.089,0.304,0.89,0.472,0.083,0.209,0.273,0.305
Jessica Pegula,2021 Montreal SF,L vsGiorgi,2021,0.179,0.238,0.459,0.204,0.301,0.35,0.262,0.206,0.061,0.282,0.925,0.489,0.072,0.181,0.254,0.287
Jessica Pegula,2021 Montreal R16,W vsCollins,2021,0.235,0.33,0.47,0.239,0.335,0.33,0.355,0.224,0.24,0.342,0.96,0.521,0.316,0.293,0.377,0.349
Jessica Pegula,2021 Tokyo Olympics R64,L vsBencic,2021,0.224,0.328,0.44,0.297,0.424,0.23,0.202,0.402,0.217,0.321,0.642,0.579,0.143,0.281,0.289,0.34
Jessica Pegula,2021 Wimbledon R64,L vsSamsonova,2021,0.292,0.333,0.443,0.316,0.376,0.61,0.324,0.271,0.294,0.351,0.903,0.643,0.393,0.332,0.316,0.377
Jessica Pegula,2021 Strasbourg R32,L vsRus,2021,0.206,0.206,0.405,0.375,0.381,0.81,0.153,0.167,0.152,0.276,0.633,0.726,0.0,0.174,0.248,0.301
Jessica Pegula,2021 Rome QF,L vsMartic,2021,0.136,0.235,0.515,0.146,0.289,0.17,0.274,0.445,0.435,0.281,0.97,0.351,0.714,0.431,0.253,0.31
Jessica Pegula,2021 Rome R32,W vsOsaka,2021,0.208,0.299,0.525,0.205,0.374,0.31,0.258,0.108,0.07,0.319,0.794,0.454,0.0,0.163,0.351,0.315
Jessica Pegula,2021 Madrid R16,L vsSabalenka,2021,0.268,0.317,0.276,0.36,0.362,0.28,0.189,0.63,0.351,0.282,0.707,0.772,0.75,0.459,0.254,0.359
Jessica Pegula,2021 Miami R16,L vsSakkari,2021,0.202,0.283,0.468,0.265,0.375,0.44,0.151,0.356,0.051,0.271,0.639,0.541,0.3,0.25,0.244,0.312
Jessica Pegula,2021 Australian Open QF,L vsBrady,2021,0.136,0.273,0.426,0.216,0.34,0.79,0.177,0.182,0.346,0.265,0.722,0.454,0.25,0.262,0.238,0.283
Jessica Pegula,2021 Australian Open R16,W vsSvitolina,2021,0.256,0.366,0.525,0.298,0.41,0.07,0.28,0.388,0.526,0.349,0.77,0.543,0.666,0.456,0.384,0.395
Jessica Pegula,2021 Australian Open R64,W vsStosur,2021,0.324,0.324,0.6,0.32,0.402,1.04,0.383,0.2,0.167,0.391,0.963,0.593,0.0,0.23,0.431,0.395
Jessica Pegula,2021 Australian Open R128,W vsAzarenka,2021,0.217,0.304,0.528,0.308,0.388,0.64,0.277,0.205,0.106,0.336,0.802,0.548,0.0,0.197,0.369,0.336
Jessica Pegula,2020 Roland Garros R128,L vsSabalenka,2020,0.143,0.196,0.378,0.156,0.211,0.25,0.271,0.35,0.545,0.238,0.887,0.465,0.714,0.417,0.214,0.283
Jessica Pegula,2020 Cincinnati QF,L vsMertens,2020,0.222,0.333,0.364,0.3,0.343,0.42,0.241,0.161,0.0,0.295,0.814,0.622,0.0,0.15,0.266,0.307
Jessica Pegula,2020 Cincinnati R16,W vsSabalenka,2020,0.202,0.293,0.48,0.246,0.349,0.23,0.262,0.22,0.481,0.308,0.84,0.512,0.518,0.367,0.339,0.34
Jessica Pegula,2020 Auckland F,L vsWilliams,2020,0.225,0.3,0.424,0.26,0.358,0.17,0.225,0.251,0.293,0.296,0.766,0.573,0.386,0.305,0.326,0.331
Jessica Pegula,2020 Auckland SF,W vsWozniacki,2020,0.186,0.36,0.552,0.204,0.375,0.09,0.313,0.415,0.422,0.345,0.883,0.396,0.5,0.406,0.38,0.361
Jessica Pegula,2019 Beijing R64,L vsOsaka,2019,0.183,0.25,0.511,0.263,0.377,0.66,0.161,0.269,0.25,0.277,0.65,0.516,0.25,0.265,0.249,0.311
Jessica Pegula,2019 Washington F,W vsGiorgi,2019,0.413,0.457,0.6,0.5,0.542,0.68,0.375,0.276,0.111,0.464,0.716,0.69,0.0,0.263,0.51,0.465
Jessica Pegula,2019 Washington SF,W vsKalinskaya,2019,0.299,0.455,0.585,0.404,0.547,0.64,0.268,0.281,0.533,0.418,0.572,0.58,0.5,0.43,0.46,0.443
Jessica Pegula,2019 Washington R16,W vsSwiatek,2019,0.222,0.333,0.482,0.281,0.401,0.55,0.272,0.433,0.523,0.341,0.772,0.539,0.7,0.467,0.375,0.376
Jessica Pegula,2019 Newport Beach F,L vsAndreescu,2019,0.224,0.328,0.458,0.256,0.332,0.68,0.353,0.25,0.611,0.34,0.959,0.534,0.5,0.408,0.306,0.362
Jessica Pegula,2018 Quebec City F,L vsParmentier,2018,0.239,0.299,0.431,0.31,0.378,1.04,0.207,0.324,0.453,0.298,0.71,0.624,0.434,0.361,0.268,0.349
Jessica Pegula,2018 Quebec City SF,W vsKenin,2018,0.31,0.437,0.455,0.423,0.511,0.46,0.251,0.562,0.283,0.391,0.595,0.666,0.75,0.475,0.43,0.431
Jessica Pegula,2016 Washington SF,L vsDavis,2016,0.194,0.284,0.365,0.257,0.358,0.28,0.187,0.456,0.313,0.279,0.71,0.588,0.416,0.349,0.251,0.317
Jessica Pegula,2015 US Open R128,W vsVan Uytvanck,2015,0.228,0.421,0.683,0.25,0.473,0.41,0.372,0.133,0.111,0.425,0.818,0.401,0.0,0.219,0.468,0.39
Jessica Pegula,2015 Dothan AL $50K QF,L vsChirico,2015,0.137,0.216,0.518,0.193,0.328,0.42,0.204,0.404,0.288,0.27,0.781,0.412,0.45,0.336,0.243,0.297
Mirra Andreeva,2025 Montreal R32,L vsKessler,2025,0.219,0.301,0.34,0.211,0.313,0.34,0.259,0.409,0.332,0.287,0.897,0.572,0.188,0.301,0.258,0.314
Mirra Andreeva,2025 Wimbledon QF,L vsBencic,2025,0.298,0.436,0.468,0.407,0.5,0.13,0.24,0.265,0.311,0.38,0.594,0.643,0.25,0.317,0.342,0.402
Mirra Andreeva,2025 Wimbledon R16,W vsNavarro,2025,0.352,0.389,0.394,0.5,0.507,0.06,0.211,0.209,0.267,0.37,0.554,0.786,0.25,0.293,0.407,0.403
Mirra Andreeva,2025 Wimbledon R32,W vsBaptiste,2025,0.221,0.294,0.54,0.279,0.363,0.19,0.305,0.178,0.306,0.335,0.891,0.527,0.125,0.256,0.368,0.344
Mirra Andreeva,2025 Wimbledon R64,W vsBronzetti,2025,0.258,0.339,0.6,0.41,0.487,1.19,0.214,0.217,0.208,0.36,0.579,0.602,0.0,0.229,0.397,0.377
Mirra Andreeva,2025 Wimbledon R128,W vsSherif,2025,0.24,0.3,0.583,0.267,0.382,0.17,0.328,0.403,0.21,0.356,0.897,0.509,0.0,0.265,0.391,0.36
Mirra Andreeva,2025 Bad Homburg QF,L vsNoskova,2025,0.233,0.3,0.45,0.344,0.446,0.05,0.192,0.556,0.061,0.329,0.603,0.635,0.334,0.322,0.296,0.353
Mirra Andreeva,2025 Bad Homburg R16,W vsTauson,2025,0.456,0.544,0.5,0.438,0.495,0.77,0.564,0.279,0.263,0.524,0.871,0.686,0.0,0.318,0.576,0.495
Mirra Andreeva,2025 Roland Garros QF,L vsBoisson,2025,0.106,0.17,0.48,0.123,0.258,0.25,0.197,0.516,0.074,0.229,0.886,0.329,0.25,0.26,0.206,0.248
Mirra Andreeva,2025 Roland Garros R16,W vsKasatkina,2025,0.123,0.178,0.578,0.16,0.309,1.04,0.167,0.314,0.0,0.243,0.753,0.349,0.0,0.16,0.267,0.258
Mirra Andreeva,2025 Roland Garros R32,W vsPutintseva,2025,0.208,0.313,0.697,0.212,0.385,1.11,0.424,0.283,0.0,0.401,0.925,0.387,0.0,0.217,0.441,0.365
Mirra Andreeva,2025 Roland Garros R64,W vsKrueger,2025,0.25,0.321,0.583,0.267,0.394,1.47,0.38,0.289,0.109,0.386,0.972,0.508,0.125,0.259,0.425,0.372
Mirra Andreeva,2025 Roland Garros R128,W vsBucsa,2025,0.306,0.333,0.457,0.459,0.488,0.34,0.24,0.337,0.093,0.373,0.608,0.737,0.0,0.235,0.411,0.382
Mirra Andreeva,2025 Rome QF,L vsGauff,2025,0.056,0.099,0.531,0.075,0.188,0.81,0.228,0.493,0.248,0.206,0.924,0.199,0.416,0.314,0.185,0.224
Mirra Andreeva,2025 Rome R16,W vsTauson,2025,0.257,0.356,0.563,0.328,0.443,0.17,0.257,0.416,0.244,0.356,0.689,0.553,0.416,0.358,0.392,0.387
Mirra Andreeva,2025 Rome R32,W vsNoskova,2025,0.217,0.267,0.619,0.25,0.374,0.73,0.328,0.281,0.1,0.351,0.911,0.474,0.25,0.267,0.386,0.352
Mirra Andreeva,2025 Rome R64,W vsArango,2025,0.108,0.231,0.518,0.1,0.252,0.35,0.302,0.404,0.417,0.273,0.904,0.264,0.416,0.357,0.301,0.282
Mirra Andreeva,2025 Madrid QF,L vsGauff,2025,0.183,0.293,0.375,0.24,0.348,0.11,0.167,0.522,0.52,0.264,0.696,0.548,0.678,0.45,0.238,0.325
Mirra Andreeva,2025 Madrid R32,W vsFrech,2025,0.167,0.273,0.647,0.178,0.342,0.46,0.34,0.546,0.083,0.34,0.995,0.351,0.4,0.342,0.373,0.343
Mirra Andreeva,2025 Madrid R64,W vsBouzkova,2025,0.227,0.36,0.608,0.368,0.488,0.25,0.301,0.303,0.296,0.401,0.689,0.539,0.25,0.33,0.441,0.394
Mirra Andreeva,2025 Stuttgart R16,L vsAlexandrova,2025,0.28,0.34,0.294,0.458,0.469,0.11,0.176,0.611,0.163,0.334,0.556,0.81,0.5,0.388,0.3,0.374
Mirra Andreeva,2025 Stuttgart R32,W vsAndreeva,2025,0.208,0.458,0.722,0.25,0.548,0.25,0.2,0.206,0.111,0.387,0.499,0.364,0.0,0.218,0.426,0.385
Mirra Andreeva,2025 Miami R32,L vsAnisimova,2025,0.279,0.328,0.432,0.342,0.4,0.68,0.269,0.379,0.142,0.339,0.768,0.662,0.266,0.293,0.305,0.365
Mirra Andreeva,2025 Miami R64,W vsKudermetova,2025,0.486,0.514,0.579,0.632,0.652,1.04,0.406,0.269,0.033,0.537,0.61,0.763,0.0,0.275,0.591,0.513
Mirra Andreeva,2025 Indian Wells F,W vsSabalenka,2025,0.244,0.378,0.517,0.286,0.402,0.11,0.303,0.492,0.061,0.355,0.821,0.522,0.2,0.293,0.391,0.368
Mirra Andreeva,2025 Indian Wells SF,W vsSwiatek,2025,0.222,0.356,0.455,0.306,0.433,0.14,0.227,0.289,0.09,0.338,0.662,0.562,0.0,0.211,0.371,0.338
Mirra Andreeva,2025 Indian Wells QF,W vsSvitolina,2025,0.192,0.25,0.75,0.265,0.42,0.55,0.264,0.327,0.515,0.347,0.733,0.42,0.666,0.44,0.382,0.383
Mirra Andreeva,2025 Indian Wells R16,W vsRybakina,2025,0.225,0.275,0.586,0.32,0.444,0.42,0.179,0.22,0.048,0.322,0.588,0.55,0.0,0.182,0.354,0.337
Mirra Andreeva,2025 Indian Wells R32,W vsTauson,2025,0.263,0.289,0.667,0.292,0.395,0.18,0.372,0.301,0.148,0.383,0.954,0.514,0.0,0.243,0.421,0.38
Mirra Andreeva,2025 Indian Wells R64,W vsGracheva,2025,0.203,0.246,0.491,0.238,0.313,0.14,0.285,0.341,0.022,0.299,0.947,0.525,0.125,0.217,0.329,0.311
Mirra Andreeva,2025 Dubai F,W vsTauson,2025,0.282,0.366,0.522,0.356,0.46,0.58,0.257,0.382,0.065,0.366,0.666,0.606,0.125,0.26,0.402,0.381
Mirra Andreeva,2025 Dubai SF,W vsRybakina,2025,0.198,0.287,0.548,0.259,0.364,0.28,0.314,0.272,0.318,0.339,0.904,0.489,0.25,0.304,0.373,0.344
Mirra Andreeva,2025 Dubai QF,W vsSwiatek,2025,0.303,0.333,0.558,0.485,0.492,0.06,0.291,0.233,0.133,0.399,0.669,0.699,0.1,0.253,0.438,0.402
Mirra Andreeva,2025 Dubai R16,W vsStearns,2025,0.2,0.32,0.636,0.31,0.468,0.64,0.24,0.207,0.097,0.362,0.634,0.48,0.0,0.206,0.398,0.353
Mirra Andreeva,2025 Dubai R32,W vsVondrousova,2025,0.322,0.407,0.515,0.389,0.457,1.31,0.406,0.278,0.291,0.432,0.902,0.638,0.0,0.286,0.475,0.417
Mirra Andreeva,2025 Dubai R64,W vsAvanesyan,2025,0.273,0.295,0.621,0.25,0.355,1.22,0.457,0.147,0.444,0.4,0.815,0.507,0.5,0.378,0.44,0.399
Mirra Andreeva,2025 Doha R32,L vsSramkova,2025,0.268,0.32,0.368,0.333,0.379,0.13,0.188,0.31,0.259,0.29,0.683,0.69,0.393,0.309,0.261,0.345
Mirra Andreeva,2025 Doha R64,W vsVolynets,2025,0.194,0.28,0.557,0.28,0.398,0.12,0.255,0.312,0.052,0.331,0.752,0.503,0.0,0.205,0.364,0.328
Mirra Andreeva,2025 Australian Open R16,L vsSabalenka,2025,0.297,0.378,0.261,0.389,0.399,0.87,0.275,0.375,0.458,0.341,0.781,0.778,0.25,0.353,0.307,0.371
Mirra Andreeva,2025 Australian Open R32,W vsFrech,2025,0.197,0.276,0.517,0.234,0.345,0.21,0.273,0.338,0.121,0.31,0.867,0.485,0.214,0.259,0.342,0.323
Mirra Andreeva,2025 Australian Open R64,W vsUchijima,2025,0.291,0.373,0.493,0.406,0.456,0.16,0.253,0.366,0.123,0.362,0.667,0.657,0.166,0.276,0.398,0.386
Mirra Andreeva,2025 Australian Open R128,W vsBouzkova,2025,0.076,0.197,0.586,0.085,0.292,0.58,0.144,0.451,0.306,0.223,0.744,0.198,0.375,0.316,0.246,0.256
Mirra Andreeva,2025 Brisbane SF,L vsSabalenka,2025,0.184,0.327,0.528,0.259,0.396,0.14,0.272,0.295,0.487,0.338,0.78,0.467,0.25,0.342,0.304,0.348
Mirra Andreeva,2025 Brisbane R16,W vsNoskova,2025,0.298,0.404,0.59,0.281,0.363,0.56,0.506,0.582,0.639,0.427,0.751,0.516,0.834,0.582,0.469,0.454
Mirra Andreeva,2024 Ningbo F,L vsKasatkina,2024,0.063,0.113,0.486,0.093,0.218,1.19,0.143,0.558,0.633,0.183,0.86,0.247,0.8,0.472,0.165,0.244
Mirra Andreeva,2024 Wuhan R32,L vsAndreeva,2024,0.109,0.2,0.404,0.152,0.246,0.66,0.197,0.546,0.278,0.222,0.908,0.395,0.5,0.354,0.2,0.261
Mirra Andreeva,2024 Beijing QF,L vsZheng,2024,0.154,0.221,0.369,0.14,0.243,0.01,0.235,0.427,0.364,0.238,0.984,0.448,0.366,0.327,0.214,0.273
Mirra Andreeva,2024 Beijing R16,W vsLinette,2024,0.24,0.26,0.486,0.259,0.294,0.53,0.375,0.562,0.548,0.33,0.851,0.573,0.834,0.52,0.363,0.378
Mirra Andreeva,2024 US Open R64,L vsKrueger,2024,0.256,0.302,0.233,0.407,0.409,1.19,0.043,0.322,0.419,0.241,0.48,0.832,0.375,0.32,0.217,0.323
Mirra Andreeva,2024 Cincinnati QF,L vsSwiatek,2024,0.321,0.413,0.486,0.424,0.491,0.08,0.276,0.453,0.508,0.391,0.651,0.67,0.786,0.506,0.352,0.44
Mirra Andreeva,2024 Cincinnati R16,W vsPaolini,2024,0.268,0.39,0.556,0.321,0.446,0.8,0.32,0.622,0.429,0.386,0.776,0.544,0.75,0.515,0.425,0.424
Mirra Andreeva,2024 Iasi F,W vsAvanesyan,2024,0.088,0.125,0.569,0.077,0.219,0.61,0.253,0.558,0.305,0.233,0.935,0.227,0.5,0.366,0.256,0.258
Mirra Andreeva,2024 Roland Garros SF,L vsPaolini,2024,0.174,0.196,0.378,0.143,0.245,0.37,0.211,0.287,0.456,0.228,0.934,0.488,0.334,0.307,0.205,0.273
Mirra Andreeva,2024 Roland Garros QF,W vsSabalenka,2024,0.204,0.29,0.448,0.217,0.312,0.76,0.323,0.558,0.53,0.316,0.978,0.505,0.75,0.494,0.347,0.355
Mirra Andreeva,2024 Roland Garros R16,W vsGracheva,2024,0.254,0.349,0.545,0.412,0.485,0.39,0.244,0.305,0.452,0.374,0.617,0.622,0.6,0.421,0.411,0.404
Mirra Andreeva,2024 Roland Garros R32,W vsStearns,2024,0.255,0.309,0.487,0.333,0.394,0.02,0.246,0.305,0.167,0.325,0.743,0.617,0.0,0.224,0.358,0.347
Mirra Andreeva,2024 Roland Garros R64,W vsAzarenka,2024,0.173,0.224,0.385,0.271,0.332,0.31,0.183,0.169,0.346,0.263,0.742,0.608,0.312,0.271,0.289,0.293
Mirra Andreeva,2024 Rome R128,L vsBadosa,2024,0.067,0.2,0.463,0.1,0.238,1.19,0.194,0.291,0.222,0.217,0.916,0.24,0.25,0.24,0.196,0.227
Mirra Andreeva,2024 Madrid QF,L vsSabalenka,2024,0.224,0.31,0.419,0.258,0.358,0.14,0.262,0.553,0.51,0.313,0.825,0.567,0.834,0.504,0.281,0.365
Mirra Andreeva,2024 Madrid R16,W vsPaolini,2024,0.141,0.176,0.444,0.196,0.283,0.79,0.147,0.3,0.524,0.22,0.763,0.483,0.625,0.378,0.242,0.281
Mirra Andreeva,2024 Madrid R64,W vsNoskova,2024,0.149,0.241,0.5,0.17,0.309,0.33,0.231,0.374,0.175,0.272,0.855,0.396,0.266,0.272,0.299,0.289
Mirra Andreeva,2024 Rouen QF,L vsKalinina,2024,0.172,0.259,0.313,0.174,0.241,1.04,0.237,0.41,0.162,0.238,0.992,0.526,0.25,0.26,0.214,0.271
Mirra Andreeva,2024 Rouen R16,W vsAvanesyan,2024,0.173,0.253,0.525,0.182,0.313,0.54,0.254,0.396,0.121,0.285,0.889,0.418,0.143,0.246,0.313,0.301
Mirra Andreeva,2024 Rouen R32,W vsPodoroska,2024,0.128,0.234,0.683,0.143,0.336,1.04,0.285,0.66,0.583,0.312,0.903,0.281,1.0,0.573,0.343,0.355
Mirra Andreeva,2024 Australian Open R16,L vsKrejcikova,2024,0.266,0.304,0.358,0.321,0.338,0.58,0.277,0.564,0.6,0.309,0.886,0.697,0.875,0.531,0.278,0.379
Mirra Andreeva,2024 Australian Open R32,W vsParry,2024,0.176,0.264,0.521,0.167,0.308,0.89,0.28,0.681,0.25,0.294,0.945,0.402,0.666,0.437,0.323,0.332
Mirra Andreeva,2024 Australian Open R64,W vsJabeur,2024,0.275,0.4,0.679,0.346,0.505,0.18,0.302,0.368,0.583,0.41,0.667,0.512,0.5,0.454,0.451,0.439
Mirra Andreeva,2023 US Open R64,L vsGauff,2023,0.127,0.218,0.391,0.143,0.259,0.14,0.211,0.401,0.712,0.236,0.909,0.405,0.666,0.45,0.213,0.284
Mirra Andreeva,2023 Lausanne R16,L vsBondar,2023,0.135,0.257,0.557,0.156,0.308,0.0,0.284,0.365,0.444,0.296,0.952,0.335,0.8,0.44,0.266,0.323
Mirra Andreeva,2023 Roland Garros R32,L vsGauff,2023,0.17,0.24,0.4,0.236,0.334,0.12,0.177,0.452,0.636,0.261,0.731,0.548,0.584,0.439,0.235,0.316
Mirra Andreeva,2023 Roland Garros R64,W vsParry,2023,0.186,0.256,0.6,0.16,0.303,1.04,0.349,0.61,0.167,0.322,0.911,0.376,0.5,0.384,0.355,0.341
Mirra Andreeva,2023 Roland Garros R128,W vsRiske Amritraj,2023,0.244,0.341,0.677,0.217,0.332,1.04,0.493,0.705,0.367,0.404,0.725,0.417,0.75,0.526,0.444,0.423
Mirra Andreeva,2023 Madrid R16,L vsSabalenka,2023,0.2,0.262,0.354,0.243,0.3,0.46,0.238,0.366,0.314,0.271,0.884,0.602,0.45,0.334,0.243,0.31
Mirra Andreeva,2023 Madrid R32,W vsLinette,2023,0.224,0.328,0.578,0.278,0.401,1.04,0.287,0.444,0.154,0.348,0.796,0.495,0.25,0.309,0.382,0.363
Mirra Andreeva,2023 Madrid R64,W vsHaddad Maia,2023,0.271,0.341,0.475,0.37,0.454,0.4,0.249,0.344,0.292,0.359,0.663,0.645,0.125,0.296,0.395,0.375
Mirra Andreeva,2023 Madrid R128,W vsFernandez,2023,0.269,0.373,0.574,0.292,0.402,0.23,0.373,0.348,0.382,0.387,0.942,0.523,0.416,0.384,0.426,0.403
Mirra Andreeva,2023 W60 Chiasso Q2,W vsGranwehr,2023,0.227,0.295,0.588,0.259,0.37,1.04,0.318,0.227,0.233,0.345,0.901,0.492,0.0,0.23,0.379,0.348
Mirra Andreeva,2022 Monastir R32,L vsPotapova,2022,0.175,0.211,0.435,0.171,0.257,0.4,0.261,0.321,0.196,0.258,0.993,0.477,0.111,0.229,0.232,0.278
Jasmine Paolini,2025 Cincinnati QF,W vsGauff,2025,0.195,0.23,0.382,0.259,0.313,0.31,0.177,0.508,0.328,0.25,0.761,0.616,0.166,0.3,0.275,0.3
Jasmine Paolini,2025 Wimbledon R64,L vsRakhimova,2025,0.129,0.237,0.563,0.172,0.335,0.69,0.203,0.576,0.273,0.273,0.768,0.351,0.375,0.354,0.246,0.302
Jasmine Paolini,2025 Bad Homburg SF,L vsSwiatek,2025,0.154,0.269,0.31,0.132,0.237,0.68,0.242,0.465,0.276,0.238,0.991,0.444,0.3,0.303,0.214,0.267
Jasmine Paolini,2025 Roland Garros R16,L vsSvitolina,2025,0.126,0.221,0.434,0.127,0.257,1.04,0.187,0.318,0.205,0.224,0.871,0.358,0.072,0.209,0.202,0.247
Jasmine Paolini,2025 Rome F,W vsGauff,2025,0.171,0.186,0.5,0.189,0.265,1.04,0.263,0.499,0.647,0.262,0.996,0.47,0.834,0.501,0.289,0.325
Jasmine Paolini,2025 Madrid R64,W vsBoulter,2025,0.146,0.292,0.615,0.182,0.338,0.42,0.316,0.244,0.214,0.326,0.957,0.34,0.0,0.222,0.359,0.314
Jasmine Paolini,2025 Stuttgart SF,L vsSabalenka,2025,0.197,0.242,0.385,0.2,0.276,0.28,0.217,0.422,0.25,0.248,0.888,0.547,0.2,0.274,0.223,0.291
Jasmine Paolini,2025 Stuttgart R32,W vsLys,2025,0.36,0.48,0.483,0.379,0.496,0.68,0.381,0.254,0.278,0.442,0.796,0.636,0.0,0.283,0.486,0.433
Jasmine Paolini,2025 Miami SF,L vsSabalenka,2025,0.169,0.271,0.396,0.2,0.325,0.54,0.184,0.674,0.187,0.259,0.754,0.491,0.5,0.376,0.233,0.304
Jasmine Paolini,2025 Miami QF,W vsLinette,2025,0.27,0.392,0.481,0.306,0.412,0.07,0.303,0.442,0.308,0.36,0.804,0.568,0.5,0.394,0.396,0.391
Jasmine Paolini,2025 Indian Wells R16,L vsSamsonova,2025,0.096,0.192,0.4,0.103,0.215,0.3,0.214,0.558,0.31,0.213,0.998,0.314,0.3,0.319,0.192,0.241
Jasmine Paolini,2025 Indian Wells R64,W vsJovic,2025,0.146,0.247,0.507,0.18,0.33,0.11,0.222,0.261,0.574,0.28,0.805,0.398,0.4,0.359,0.307,0.306
Jasmine Paolini,2025 Dubai R32,W vsLys,2025,0.232,0.321,0.524,0.278,0.382,0.43,0.282,0.328,0.204,0.335,0.819,0.53,0.166,0.273,0.368,0.351
Jasmine Paolini,2025 Australian Open R32,L vsSvitolina,2025,0.156,0.234,0.468,0.17,0.286,0.25,0.233,0.374,0.62,0.261,0.899,0.423,0.666,0.437,0.235,0.31
Jasmine Paolini,2025 Australian Open R128,W vsWei,2025,0.297,0.406,0.523,0.34,0.437,0.33,0.295,0.217,0.389,0.37,0.753,0.586,0.0,0.269,0.407,0.39
Jasmine Paolini,2025 United Cup QF,L vsMuchova,2025,0.203,0.281,0.388,0.22,0.308,0.01,0.24,0.547,0.558,0.276,0.873,0.547,0.812,0.494,0.249,0.339
Jasmine Paolini,2025 United Cup RR,W vsBencic,2025,0.308,0.333,0.44,0.318,0.405,0.38,0.293,0.452,0.167,0.352,0.8,0.658,0.25,0.315,0.387,0.379
Jasmine Paolini,2024 BJK Cup F,W vsSramkova,2024,0.408,0.449,0.393,0.548,0.512,0.37,0.275,0.309,0.301,0.402,0.623,0.804,0.0,0.283,0.442,0.431
Jasmine Paolini,2024 BJK Cup SF,L vsSwiatek,2024,0.248,0.327,0.486,0.302,0.407,0.4,0.237,0.331,0.617,0.328,0.711,0.579,0.6,0.441,0.295,0.378
Jasmine Paolini,2024 BJK Cup QF,W vsUchijima,2024,0.3,0.38,0.606,0.387,0.493,0.23,0.294,0.288,0.561,0.401,0.672,0.593,0.5,0.43,0.441,0.432
Jasmine Paolini,2024 Riyadh Finals RR,W vsRybakina,2024,0.279,0.326,0.517,0.32,0.408,0.37,0.303,0.343,0.225,0.358,0.811,0.601,0.2,0.297,0.394,0.376
Jasmine Paolini,2024 Riyadh Finals RR,L vsSabalenka,2024,0.197,0.318,0.42,0.238,0.337,0.25,0.257,0.274,0.508,0.299,0.852,0.518,0.334,0.343,0.269,0.328
Jasmine Paolini,2024 Riyadh Finals RR,L vsZheng,2024,0.204,0.327,0.316,0.259,0.334,0.49,0.222,0.75,0.408,0.281,0.799,0.603,0.625,0.469,0.253,0.338
Jasmine Paolini,2024 Wuhan R16,W vsAndreeva,2024,0.191,0.277,0.735,0.179,0.38,1.23,0.378,0.278,0.537,0.377,0.996,0.344,0.5,0.414,0.415,0.381
Jasmine Paolini,2024 Beijing R32,L vsLinette,2024,0.105,0.211,0.354,0.114,0.222,0.14,0.204,0.523,0.604,0.213,0.964,0.358,0.75,0.461,0.192,0.264
Jasmine Paolini,2024 US Open R16,L vsMuchova,2024,0.226,0.302,0.415,0.243,0.327,1.04,0.247,0.354,0.167,0.289,0.852,0.562,0.125,0.245,0.26,0.318
