Player,Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
Jasmine Paolini,2021 Indian Wells R128,W vsHontama,4.7,4.6,4.9,56.1%,50.0%,52.4%,66.7%,63.6%,1.9%,6.5,3.7,4.0,4.0
Jasmine Paolini,2021 Portoroz F,W vsRiske Amritraj,5.8,5.7,5.9,60.4%,33.3%,64.7%,69.2%,49.0%,9.1%,1.0,0.6,3.0,1.9
Jasmine Paolini,2021 Bol F,W vsRus,5.0,5.3,4.8,52.9%,69.0%,44.4%,52.4%,59.9%,6.6%,9.0,5.3,3.5,3.1
Jasmine Paolini,2021 Saint-Malo F,L vsGolubic,4.9,4.8,5.0,47.8%,45.2%,23.1%,26.7%,52.9%,4.8%,-3.0,-2.8,-3.0,-3.1
Jasmine Paolini,2021 Gippsland Trophy R16,L vsMuchova,3.4,3.8,3.0,47.1%,42.6%,57.9%,60.0%,60.0%,6.5%,7.0,5.4,-0.5,-0.6
Jasmine Paolini,2021 Gippsland Trophy R64,W vsMarino,3.7,3.6,3.8,51.2%,62.5%,41.7%,66.7%,49.0%,5.9%,4.0,4.2,4.0,4.2
Jasmine Paolini,2020 Linz R32,L vsSabalenka,3.1,3.6,2.4,48.5%,36.1%,54.5%,0.0%,49.1%,3.6%,1.5,2.0,-8.0,-9.9
Jasmine Paolini,2020 Roland Garros R128,W vsBolsova,5.3,5.5,5.1,60.4%,62.5%,57.9%,31.3%,56.9%,10.1%,11.0,7.7,11.5,10.8
Jasmine Paolini,2020 Rome R32,L vsHalep,4.5,4.8,4.3,37.0%,41.5%,57.1%,66.7%,58.2%,4.8%,5.5,3.9,0.5,0.5
Jasmine Paolini,2020 Australian Open R128,L vsBlinkova,4.8,4.8,4.7,54.3%,38.3%,40.0%,50.0%,45.3%,2.9%,5.0,3.6,0.5,0.3
Jasmine Paolini,2019 Guangzhou QF,L vsKenin,3.3,3.5,3.1,43.2%,23.1%,68.4%,33.3%,54.5%,9.3%,1.5,1.8,-4.5,-6.6
Jasmine Paolini,2019 Palermo QF,L vsBertens,4.6,4.8,4.4,44.8%,50.0%,66.7%,50.0%,53.0%,9.8%,-2.0,-1.4,9.0,7.7
Jasmine Paolini,2016 Valencia $25K SF,W vsBucsa,4.4,3.8,5.1,55.6%,48.2%,55.2%,42.9%,53.3%,4.3%,11.0,6.2,9.0,6.0
Jasmine Paolini,2016 Hechingen $25K QF,L vsBurger,5.0,5.4,4.6,40.7%,53.8%,41.4%,64.3%,55.2%,3.3%,1.5,0.8,7.0,5.0
Madison Keys,2025 Montreal QF,L vsTauson,2.7,2.4,3.0,36.8%,59.1%,25.0%,33.3%,54.9%,21.6%,3.0,5.5,-1.0,-2.6
Madison Keys,2025 Roland Garros R16,W vsBaptiste,3.3,3.6,3.0,57.3%,60.6%,45.5%,33.3%,58.1%,15.7%,15.5,18.7,5.5,10.2
Madison Keys,2025 Charleston R16,L vsKalinskaya,3.5,3.4,3.6,43.8%,46.2%,36.4%,0.0%,45.4%,19.3%,4.0,6.2,3.0,4.5
Madison Keys,2025 Miami R32,L vsEala,3.2,3.1,3.4,38.0%,54.3%,50.0%,25.0%,60.7%,12.5%,6.0,6.5,-0.5,-0.9
Madison Keys,2025 Indian Wells SF,L vsSabalenka,3.4,3.6,3.2,38.8%,21.7%,60.0%,0.0%,44.4%,11.7%,-4.0,-9.1,-4.0,-7.5
Madison Keys,2025 Indian Wells QF,W vsBencic,3.2,3.1,3.3,60.3%,68.2%,80.0%,20.0%,48.0%,10.6%,19.0,33.3,17.0,28.8
Madison Keys,2025 Indian Wells R64,W vsPotapova,3.3,3.3,3.4,60.7%,63.3%,100.0%,100.0%,50.0%,16.7%,21.0,35.0,15.0,27.3
Madison Keys,2025 Australian Open F,W vsSabalenka,3.2,3.2,3.1,47.0%,57.7%,40.0%,75.0%,40.5%,17.4%,9.5,12.7,9.0,8.5
Madison Keys,2025 Australian Open SF,W vsSwiatek,3.7,3.6,3.8,56.7%,50.0%,47.4%,33.3%,54.1%,12.9%,18.5,11.9,5.0,4.1
Madison Keys,2025 Australian Open QF,W vsSvitolina,3.4,3.4,3.5,47.8%,55.8%,47.1%,66.7%,57.9%,21.2%,17.0,13.6,8.5,10.9
Madison Keys,2025 Australian Open R16,W vsRybakina,2.9,3.0,2.7,48.0%,54.5%,57.1%,75.0%,52.7%,17.0%,6.5,7.3,6.0,8.5
Madison Keys,2025 Australian Open R32,W vsCollins,2.8,2.4,3.2,56.7%,40.0%,33.3%,75.0%,68.6%,23.7%,10.0,13.5,7.5,25.9
Madison Keys,2025 Australian Open R64,W vsRuse,3.5,3.3,3.7,49.6%,51.0%,59.1%,75.0%,44.7%,14.6%,8.0,6.3,18.0,12.7
Madison Keys,2025 Australian Open R128,W vsLi,2.8,2.8,2.7,56.4%,40.0%,41.7%,50.0%,56.6%,19.6%,-1.0,-1.5,9.0,20.5
Madison Keys,2025 Adelaide F,W vsPegula,2.9,2.6,3.1,51.8%,71.4%,30.0%,100.0%,48.1%,12.5%,8.5,10.2,14.0,16.7
Madison Keys,2025 Auckland QF,L vsTauson,3.3,3.5,3.1,47.4%,47.3%,66.7%,25.0%,51.4%,21.6%,6.5,6.9,8.0,10.0
Madison Keys,2025 Auckland R32,W vsBronzetti,4.4,3.5,5.1,56.5%,53.3%,40.0%,76.9%,51.0%,10.7%,12.5,10.3,10.0,9.4
Madison Keys,2024 Beijing R16,L vsSabalenka,2.9,2.8,3.1,47.9%,34.8%,20.0%,0.0%,56.4%,18.8%,2.0,3.6,-4.5,-11.8
Madison Keys,2024 Wimbledon R16,L vsPaolini,3.5,3.4,3.6,52.6%,43.6%,33.3%,40.0%,48.0%,22.2%,10.5,8.3,-7.0,-6.0
Madison Keys,2024 Wimbledon R32,W vsKostyuk,3.8,3.8,3.8,57.6%,60.0%,57.1%,16.7%,55.7%,19.8%,14.0,15.6,10.0,15.4
Madison Keys,2024 Strasbourg F,W vsCollins,3.2,3.2,3.2,57.8%,66.7%,53.8%,100.0%,56.6%,15.3%,11.5,16.4,12.0,24.5
Madison Keys,2024 Strasbourg QF,W vsLinette,3.9,3.8,4.0,58.0%,62.5%,50.0%,75.0%,55.6%,20.9%,21.5,26.5,3.5,6.6
Madison Keys,2024 Rome QF,L vsSwiatek,3.5,4.0,3.2,36.2%,48.5%,45.5%,33.3%,47.9%,12.2%,13.0,20.0,-3.5,-5.6
Madison Keys,2024 Rome R16,W vsCirstea,3.7,3.7,3.7,58.9%,76.2%,50.0%,66.7%,51.4%,19.1%,18.5,26.4,-0.5,-0.9
Madison Keys,2024 Madrid SF,L vsSwiatek,4.6,4.2,4.9,40.4%,23.1%,46.2%,44.4%,52.4%,9.1%,4.0,4.3,-9.0,-11.8
Madison Keys,2024 Madrid QF,W vsJabeur,3.4,3.4,3.4,52.2%,50.0%,50.0%,40.0%,54.6%,17.0%,5.5,5.7,-1.5,-2.1
Madison Keys,2024 Miami R16,L vsRybakina,3.7,4.3,3.2,42.3%,45.2%,54.5%,33.3%,53.2%,12.4%,2.5,2.8,-7.5,-9.6
Madison Keys,2023 US Open SF,L vsSabalenka,3.3,3.5,3.0,48.6%,51.1%,44.4%,40.0%,47.7%,14.6%,13.5,12.3,-9.0,-7.9
Madison Keys,2023 US Open QF,W vsVondrousova,3.6,3.6,3.6,61.6%,48.4%,58.3%,28.6%,59.6%,13.9%,15.0,14.6,-6.0,-9.7
Madison Keys,2023 US Open R16,W vsPegula,3.3,3.7,3.0,58.3%,65.6%,57.1%,66.7%,51.1%,25.0%,12.5,20.8,11.5,25.0
Madison Keys,2023 Wimbledon QF,L vsSabalenka,2.8,2.7,2.9,47.4%,28.6%,0.0%,100.0%,44.4%,17.6%,0.0,0.0,-3.0,-4.9
Madison Keys,2023 Wimbledon R32,W vsKostyuk,3.4,3.4,3.4,58.3%,64.3%,50.0%,50.0%,57.1%,13.0%,22.5,26.2,0.5,0.8
Madison Keys,2023 Eastbourne F,W vsKasatkina,5.2,5.2,5.3,64.5%,44.2%,55.6%,59.1%,61.0%,13.2%,23.0,12.0,4.5,4.1
Madison Keys,2023 Roland Garros R64,L vsDay,4.7,4.6,4.8,43.0%,36.7%,62.5%,60.0%,53.3%,8.3%,14.0,6.6,-10.5,-5.9
Madison Keys,2023 Roland Garros R128,W vsKanepi,3.7,3.4,4.0,61.5%,37.9%,55.0%,62.5%,51.5%,15.9%,12.5,11.4,-3.5,-3.7
Madison Keys,2023 Dubai QF,L vsGauff,3.8,3.6,4.0,37.0%,72.7%,36.4%,50.0%,47.8%,6.3%,4.0,4.9,1.0,1.1
Madison Keys,2023 Australian Open R32,L vsAzarenka,4.2,4.2,4.1,48.6%,30.8%,50.0%,58.8%,53.0%,9.9%,11.5,9.4,-2.5,-2.5
Madison Keys,2023 Australian Open R64,W vsWang,3.7,3.8,3.7,55.2%,67.9%,55.6%,83.3%,60.2%,10.8%,13.0,12.0,2.5,3.8
Madison Keys,2022 US Open R32,L vsGauff,4.2,4.6,3.7,46.4%,37.9%,50.0%,36.4%,52.6%,9.8%,-4.0,-4.0,3.0,3.6
Madison Keys,2022 Cincinnati R16,W vsSwiatek,3.0,3.2,2.9,53.8%,68.8%,16.7%,0.0%,58.7%,3.4%,22.0,26.8,-2.5,-4.4
Madison Keys,2022 Indian Wells QF,L vsSwiatek,3.6,3.4,3.7,34.7%,30.0%,9.1%,100.0%,54.5%,3.3%,-11.5,-17.7,-12.0,-20.7
Madison Keys,2022 Australian Open SF,L vsBarty,3.4,3.7,3.0,40.0%,25.0%,42.9%,100.0%,51.5%,18.2%,-2.0,-3.2,-1.0,-2.0
Madison Keys,2022 Australian Open QF,W vsKrejcikova,2.7,2.8,2.6,61.1%,44.0%,85.7%,25.0%,45.1%,11.0%,13.0,26.0,4.5,7.0
Madison Keys,2022 Australian Open R128,W vsKenin,3.4,2.8,4.0,60.9%,47.2%,40.0%,50.0%,46.3%,11.0%,7.0,8.2,-4.0,-4.1
Madison Keys,2022 Adelaide 2 F,W vsRiske Amritraj,4.0,3.5,4.5,61.4%,65.4%,50.0%,66.7%,52.2%,8.2%,15.0,16.1,0.5,0.6
Madison Keys,2022 Adelaide 2 R32,W vsSvitolina,3.5,3.5,3.6,59.2%,55.9%,60.0%,62.5%,57.8%,10.3%,15.0,14.6,2.5,3.6
Madison Keys,2021 Cincinnati R64,L vsKvitova,2.4,2.3,2.5,46.3%,56.5%,20.0%,-,46.6%,14.5%,11.0,25.0,-2.5,-4.8
Madison Keys,2021 Wimbledon R16,L vsGolubic,3.8,3.3,4.4,46.6%,52.5%,26.3%,50.0%,55.0%,12.5%,13.0,10.9,-8.0,-8.8
Madison Keys,2021 Berlin R16,W vsSabalenka,2.5,2.6,2.4,47.8%,54.5%,60.0%,100.0%,56.9%,17.4%,2.5,3.4,3.5,6.1
Madison Keys,2021 Rome R32,L vsSwiatek,3.1,3.3,2.8,48.8%,30.0%,33.3%,-,42.6%,2.2%,-5.5,-8.5,-8.0,-9.2
Madison Keys,2020 Australian Open R32,L vsSakkari,3.2,3.5,3.0,49.4%,39.3%,44.4%,40.0%,42.0%,5.9%,-5.5,-8.1,-14.5,-15.1
Madison Keys,2020 Australian Open R64,W vsRus,4.3,4.0,4.6,52.9%,60.7%,57.1%,58.3%,54.7%,5.7%,6.0,5.0,2.0,2.1
Madison Keys,2020 Brisbane F,L vsPliskova,3.0,3.3,2.8,51.1%,48.9%,26.7%,50.0%,47.3%,4.0%,10.5,10.2,-8.5,-7.1
Madison Keys,2019 US Open R16,L vsSvitolina,3.4,3.8,2.9,50.6%,39.4%,30.0%,40.0%,51.7%,8.3%,6.5,7.3,-12.5,-16.2
Madison Keys,2019 US Open R32,W vsKenin,3.0,2.6,3.6,56.2%,60.0%,38.5%,50.0%,53.6%,17.1%,6.0,8.5,-2.0,-3.4
Madison Keys,2019 Cincinnati F,W vsKuznetsova,3.7,2.9,4.4,55.0%,51.5%,26.3%,70.0%,48.4%,9.4%,10.5,9.5,-0.5,-0.4
Madison Keys,2019 Cincinnati SF,W vsKenin,3.0,2.6,3.5,51.6%,75.0%,54.5%,0.0%,42.0%,14.9%,-2.5,-4.3,9.5,11.9
Madison Keys,2019 Cincinnati QF,W vsWilliams,3.0,3.2,2.8,59.1%,42.3%,63.6%,100.0%,60.2%,3.1%,3.5,3.7,10.5,17.2
Madison Keys,2019 Cincinnati R16,W vsHalep,3.9,3.8,4.0,52.5%,49.1%,48.0%,71.4%,54.2%,8.6%,8.0,4.4,1.0,0.7
Madison Keys,2019 Cincinnati R64,W vsMuguruza,3.2,2.8,3.5,53.6%,44.7%,50.0%,40.0%,51.8%,9.0%,-1.0,-0.7,11.0,9.0
Madison Keys,2019 Washington R32,L vsBaptiste,2.6,2.8,2.3,48.8%,34.6%,57.1%,-,58.3%,3.2%,4.5,5.4,1.0,1.7
Madison Keys,2019 Wimbledon R128,W vsKumkhum,3.1,3.3,2.9,62.5%,52.0%,62.5%,0.0%,54.1%,19.7%,11.0,15.5,3.0,6.1
Madison Keys,2019 Roland Garros QF,L vsBarty,3.9,3.9,3.8,50.0%,30.4%,28.6%,45.5%,46.1%,18.8%,4.0,5.1,-4.5,-5.8
Madison Keys,2019 Charleston F,W vsWozniacki,4.0,4.3,3.8,55.9%,40.9%,72.2%,58.3%,49.7%,7.6%,16.0,11.8,-2.0,-1.5
Madison Keys,2019 Charleston QF,W vsStephens,4.1,3.7,4.5,57.1%,54.4%,37.9%,42.9%,56.2%,11.5%,28.0,14.9,-1.5,-1.1
Madison Keys,2019 Australian Open R16,L vsSvitolina,4.1,4.2,4.1,51.9%,51.2%,21.4%,50.0%,58.0%,10.3%,19.0,13.8,-2.5,-2.7
Madison Keys,2019 Australian Open R64,W vsPotapova,3.1,3.1,3.2,58.2%,52.0%,36.4%,57.1%,51.7%,11.9%,-2.5,-3.0,9.5,13.2
Madison Keys,2018 Zhuhai R16,L vsWang,3.8,3.8,3.8,48.8%,42.9%,69.2%,33.3%,46.2%,14.2%,7.0,6.5,-6.5,-5.7
Madison Keys,2018 Zhuhai R16,W vsKasatkina,3.5,3.2,3.8,57.8%,46.9%,75.0%,60.0%,57.5%,12.7%,3.0,3.2,-1.0,-1.6
Madison Keys,2018 US Open SF,L vsOsaka,3.8,3.1,4.2,45.9%,48.6%,31.3%,57.1%,59.0%,14.0%,1.5,1.2,-2.5,-3.1
Madison Keys,2018 US Open QF,W vsSuarez Navarro,3.6,3.2,4.2,53.1%,51.7%,60.0%,50.0%,53.1%,9.9%,11.0,11.2,-0.5,-0.6
Madison Keys,2018 US Open R16,W vsCibulkova,3.5,2.8,4.0,60.7%,72.7%,36.4%,66.7%,46.2%,5.4%,11.5,14.9,12.5,14.2
Madison Keys,2018 US Open R64,W vsPera,3.5,3.1,3.8,62.1%,56.7%,50.0%,40.0%,47.3%,12.4%,4.0,5.3,-1.5,-1.9
Madison Keys,2018 Cincinnati QF,L vsSabalenka,2.3,2.2,2.3,46.2%,38.5%,100.0%,100.0%,54.0%,8.7%,9.5,18.6,-5.5,-13.1
Madison Keys,2018 Wimbledon R32,L vsRodina,3.2,2.9,3.5,48.9%,48.1%,44.4%,71.4%,65.6%,15.6%,20.0,11.4,-8.5,-10.5
Madison Keys,2018 Roland Garros SF,L vsStephens,4.5,4.5,4.6,42.4%,48.4%,62.5%,10.0%,57.6%,4.0%,10.0,7.6,2.0,2.1
Madison Keys,2018 Charleston SF,L vsBertens,4.3,4.5,4.1,50.0%,56.9%,46.9%,27.8%,57.1%,6.5%,17.0,6.4,-1.0,-0.5
Madison Keys,2018 Brisbane R32,L vsKonta,3.0,2.8,3.1,49.6%,40.7%,33.3%,20.0%,52.6%,12.1%,2.5,2.5,1.0,1.2
Madison Keys,2017 US Open F,L vsStephens,4.7,5.2,4.1,31.8%,43.3%,57.1%,36.4%,67.0%,3.1%,-6.5,-5.2,-4.0,-6.3
Madison Keys,2017 US Open SF,W vsVandeweghe,3.1,2.9,3.2,59.1%,64.0%,100.0%,100.0%,48.7%,6.7%,17.5,34.3,12.5,22.3
Madison Keys,2017 US Open QF,W vsKanepi,3.3,3.0,3.5,55.7%,59.5%,50.0%,100.0%,53.5%,6.8%,3.5,4.7,0.5,0.7
Madison Keys,2017 US Open R16,W vsSvitolina,3.8,3.9,3.6,46.6%,47.1%,62.5%,83.3%,46.6%,8.6%,5.5,4.3,3.0,2.0
Madison Keys,2017 Stanford F,W vsVandeweghe,3.0,3.4,2.6,48.5%,56.5%,64.3%,50.0%,55.6%,5.6%,10.5,12.8,5.5,8.2
Madison Keys,2017 Miami R32,L vsArruabarrena,3.7,3.9,3.5,54.4%,42.9%,31.6%,28.6%,54.5%,9.9%,14.0,10.9,-5.5,-5.5
Madison Keys,2017 Miami R64,W vsGolubic,3.5,3.5,3.5,59.7%,50.0%,80.0%,100.0%,61.0%,4.7%,19.5,19.7,6.5,10.7
Madison Keys,2016 Singapore RR,L vsHalep,3.5,3.8,3.1,32.4%,62.5%,30.0%,60.0%,55.6%,9.3%,1.0,1.1,-9.5,-14.2
Madison Keys,2016 Linz QF,W vsDodin,2.8,3.1,2.3,58.4%,47.1%,58.3%,-,59.3%,15.9%,12.5,23.1,2.0,5.4
Madison Keys,2016 Wuhan QF,L vsHalep,4.2,3.5,4.8,40.4%,55.6%,35.3%,44.4%,54.2%,5.4%,3.0,2.8,-7.0,-8.2
Madison Keys,2016 US Open R16,L vsWozniacki,3.9,4.1,3.7,42.4%,38.7%,58.8%,37.5%,53.3%,6.6%,11.5,11.6,-12.5,-14.9
Madison Keys,2016 Olympics BR,L vsKvitova,3.3,3.3,3.3,51.9%,45.7%,50.0%,44.4%,42.1%,7.0%,4.0,3.7,4.5,3.1
Madison Keys,2016 Olympics SF,L vsKerber,4.4,3.9,4.7,38.5%,59.4%,45.5%,64.3%,46.9%,5.8%,17.5,15.0,-6.5,-5.0
Madison Keys,2016 Montreal F,L vsHalep,3.7,3.7,3.8,51.3%,44.8%,41.2%,42.9%,55.6%,4.2%,5.0,4.4,-7.5,-8.2
Madison Keys,2016 Wimbledon R16,L vsHalep,3.6,3.6,3.6,45.5%,44.9%,59.1%,40.0%,46.8%,4.8%,-2.0,-1.5,-8.5,-5.5
Madison Keys,2016 Roland Garros R16,L vsBertens,4.0,4.5,3.6,47.0%,45.7%,43.5%,57.1%,56.8%,8.6%,11.0,8.5,-10.5,-11.1
Madison Keys,2016 Roland Garros R32,W vsPuig,3.3,3.1,3.4,54.3%,44.7%,58.8%,100.0%,41.9%,10.3%,10.0,12.3,-2.5,-2.3
Madison Keys,2016 Rome F,L vsWilliams,3.2,3.4,2.9,47.1%,48.4%,55.6%,33.3%,57.7%,7.2%,4.0,4.5,-2.0,-3.1
Madison Keys,2016 Madrid R16,L vsTig,4.0,4.6,3.5,40.3%,43.8%,66.7%,33.3%,44.0%,6.0%,-3.5,-4.1,-7.5,-7.0
Madison Keys,2015 Beijing R32,W vsBondarenko,2.9,2.6,3.3,59.6%,46.7%,62.5%,50.0%,41.6%,1.1%,-2.5,-3.9,-1.5,-1.7
Madison Keys,2015 US Open R16,L vsWilliams,2.6,2.4,2.9,41.0%,42.9%,50.0%,100.0%,56.0%,6.8%,6.5,12.3,-4.0,-9.8
Madison Keys,2015 New Haven R16,L vsKvitova,3.1,3.3,3.0,45.5%,45.2%,50.0%,40.0%,51.0%,12.1%,1.5,1.5,-3.5,-4.3
Madison Keys,2015 Stanford R32,W vsKrunic,2.5,2.5,2.6,64.7%,64.7%,60.0%,100.0%,46.2%,4.0%,10.5,26.3,4.5,9.4
Madison Keys,2015 Wimbledon QF,L vsRadwanska,3.8,3.8,3.8,50.4%,52.5%,51.9%,44.4%,56.9%,7.4%,15.5,9.1,-9.0,-7.3
Madison Keys,2015 Eastbourne R32,L vsBencic,2.7,2.5,3.0,44.1%,26.3%,25.0%,50.0%,57.3%,9.8%,-8.0,-15.1,-3.0,-8.3
Madison Keys,2015 Roland Garros R32,L vsBacsinszky,3.6,3.0,4.0,48.5%,43.3%,23.1%,0.0%,45.7%,3.2%,-7.0,-9.7,-9.5,-10.6
Madison Keys,2015 Roland Garros R128,W vsLepchenko,4.2,3.9,4.5,57.1%,56.8%,52.6%,40.0%,46.1%,7.6%,7.0,6.5,4.0,3.3
Madison Keys,2015 Charleston F,L vsKerber,5.1,4.7,5.5,51.1%,41.4%,50.0%,39.1%,43.2%,4.0%,5.0,2.6,-23.5,-8.9
Madison Keys,2015 Charleston QF,W vsDavis,4.0,3.9,4.1,64.9%,62.5%,45.5%,55.6%,48.0%,6.5%,8.5,10.0,8.5,9.8
Madison Keys,2015 Charleston R16,W vsMitu,3.2,3.0,3.4,70.6%,56.0%,40.0%,100.0%,55.6%,8.3%,10.0,16.7,3.0,6.8
Madison Keys,2015 Charleston R32,W vsBondarenko,3.0,2.5,3.4,63.6%,66.7%,75.0%,33.3%,35.5%,2.6%,10.5,25.6,13.5,17.8
Madison Keys,2015 Australian Open SF,L vsWilliams,2.8,3.0,2.5,40.4%,53.3%,77.8%,100.0%,57.8%,3.2%,5.5,6.8,5.0,8.3
Madison Keys,2015 Australian Open QF,W vsWilliams,3.2,3.5,3.0,51.8%,56.1%,57.1%,60.0%,51.7%,0.9%,13.0,11.1,-1.5,-1.4
Madison Keys,2015 Australian Open R16,W vsBrengle,4.0,4.2,3.8,47.0%,71.4%,65.0%,85.7%,57.7%,2.5%,15.0,13.9,1.5,1.9
Madison Keys,2015 Australian Open R32,W vsKvitova,3.2,3.4,3.0,55.8%,61.5%,30.0%,50.0%,53.5%,11.4%,14.5,16.5,-6.0,-8.6
Madison Keys,2015 Brisbane R32,W vsCibulkova,3.6,2.9,4.1,60.6%,56.3%,45.5%,66.7%,39.8%,6.0%,12.5,19.8,8.0,8.7
Madison Keys,2014 Tokyo R32,L vsSafarova,3.1,3.2,3.1,45.0%,56.3%,42.1%,57.1%,45.9%,9.7%,11.5,10.5,-3.0,-2.3
Madison Keys,2014 Cincinnati R32,L vsSharapova,3.3,3.4,3.1,45.4%,48.7%,47.4%,50.0%,57.9%,8.8%,9.0,7.3,-5.0,-6.1
Madison Keys,2014 Cincinnati R64,W vsCornet,3.3,3.2,3.5,51.9%,50.0%,83.3%,75.0%,48.7%,7.2%,3.0,3.4,-5.0,-5.6
Madison Keys,2014 Eastbourne F,W vsKerber,3.8,3.5,4.1,44.4%,53.8%,60.7%,72.7%,50.0%,5.4%,15.5,10.0,-3.0,-1.9
Madison Keys,2014 Eastbourne SF,W vsWatson,2.8,2.5,3.0,61.1%,55.0%,62.5%,-,43.8%,12.7%,8.5,18.1,0.0,0.0
Madison Keys,2014 Eastbourne QF,W vsDavis,3.4,3.0,3.8,64.5%,53.6%,62.5%,100.0%,46.2%,6.4%,6.5,10.2,11.5,15.8
Madison Keys,2014 Sydney SF,L vsKerber,3.8,4.0,3.6,42.9%,39.4%,33.3%,33.3%,44.7%,7.4%,-3.0,-4.1,-0.5,-0.6
Madison Keys,2014 Sydney R32,W vsHalep,3.4,3.4,3.3,60.3%,53.1%,50.0%,60.0%,48.1%,12.8%,5.0,5.8,0.5,0.6
Qinwen Zheng,2025 Roland Garros QF,L vsSabalenka,3.8,4.0,3.7,50.0%,50.0%,21.4%,36.4%,54.2%,8.6%,6.5,6.1,0.0,0.0
Qinwen Zheng,2025 Rome QF,W vsSabalenka,3.4,3.4,3.4,58.6%,41.4%,77.8%,50.0%,54.5%,8.8%,10.5,11.4,12.0,16.4
Qinwen Zheng,2025 Rome R16,W vsAndreescu,4.5,3.8,5.3,50.0%,60.7%,66.7%,83.3%,64.5%,4.9%,21.0,14.6,3.5,4.7
Qinwen Zheng,2025 Madrid R64,L vsPotapova,4.3,4.6,3.9,49.2%,34.3%,40.0%,50.0%,67.7%,8.5%,2.5,1.7,-4.5,-6.9
Qinwen Zheng,2025 Charleston R32,W vsSakkari,4.1,3.7,4.5,62.7%,51.4%,50.0%,28.6%,53.7%,9.1%,6.5,6.1,-1.5,-1.7
Qinwen Zheng,2025 Miami QF,L vsSabalenka,3.4,2.8,3.9,37.3%,46.9%,80.0%,40.0%,48.2%,5.7%,2.0,2.7,-2.5,-3.0
Qinwen Zheng,2025 Indian Wells QF,L vsSwiatek,4.4,4.4,4.5,45.3%,36.8%,54.5%,27.3%,59.9%,6.6%,-12.0,-9.2,-3.0,-3.6
Qinwen Zheng,2025 Indian Wells R16,W vsKostyuk,3.7,4.2,3.2,50.7%,76.9%,60.0%,50.0%,49.7%,9.9%,8.0,10.4,7.0,9.6
Qinwen Zheng,2025 Indian Wells R64,W vsAzarenka,4.4,4.0,4.9,60.0%,45.5%,64.3%,70.0%,46.5%,7.0%,14.5,14.9,9.0,8.5
Qinwen Zheng,2025 Australian Open R64,L vsSiegemund,3.6,3.5,3.6,55.4%,36.4%,29.4%,33.3%,64.1%,16.7%,0.5,0.4,-1.5,-2.3
Qinwen Zheng,2025 Australian Open R128,W vsTodoni,3.3,2.9,3.7,56.7%,52.9%,58.3%,71.4%,58.2%,6.3%,18.5,17.8,1.0,1.4
Qinwen Zheng,2024 Riyadh Finals F,L vsGauff,5.0,5.1,5.0,50.0%,50.0%,44.4%,42.4%,59.6%,3.9%,-7.5,-2.6,6.0,3.1
Qinwen Zheng,2024 Riyadh Finals SF,W vsKrejcikova,3.0,2.9,3.1,57.4%,44.0%,66.7%,50.0%,48.7%,11.1%,8.5,11.6,5.0,7.0
Qinwen Zheng,2024 Riyadh Finals RR,L vsSabalenka,2.8,2.8,2.8,44.4%,43.8%,50.0%,50.0%,50.9%,10.9%,-0.5,-0.9,-3.5,-7.4
Qinwen Zheng,2024 Riyadh Finals RR,W vsRybakina,3.1,2.6,3.6,47.3%,62.9%,46.2%,70.0%,52.3%,8.0%,18.0,15.3,-3.0,-2.9
Qinwen Zheng,2024 Riyadh Finals RR,W vsPaolini,3.1,2.8,3.5,60.9%,58.8%,50.0%,100.0%,58.5%,12.2%,9.0,13.4,5.0,11.6
Qinwen Zheng,2024 Tokyo F,W vsKenin,3.4,2.6,4.0,56.0%,60.7%,37.5%,60.0%,59.1%,6.3%,9.5,9.0,3.0,4.1
Qinwen Zheng,2024 Tokyo SF,W vsShnaider,4.2,4.0,4.3,56.3%,43.2%,61.1%,66.7%,49.6%,7.3%,0.0,0.0,6.0,5.4
Qinwen Zheng,2024 Tokyo R16,W vsUchijima,3.6,2.9,4.2,61.9%,53.6%,55.6%,57.1%,63.3%,9.1%,10.0,11.0,4.5,9.4
Qinwen Zheng,2024 Wuhan F,L vsSabalenka,3.6,3.5,3.6,50.4%,46.8%,31.3%,40.0%,50.0%,11.2%,16.0,13.7,-3.5,-3.1
Qinwen Zheng,2024 Wuhan SF,W vsWang,3.6,2.2,4.9,60.8%,46.7%,52.6%,66.7%,51.3%,5.3%,7.0,7.3,1.0,1.1
Qinwen Zheng,2024 Beijing SF,L vsMuchova,2.9,2.7,3.2,44.8%,26.3%,60.0%,50.0%,61.3%,12.5%,7.5,10.6,0.0,0.0
Qinwen Zheng,2024 Beijing QF,W vsAndreeva,4.3,3.7,4.9,51.5%,58.8%,41.2%,57.9%,43.7%,3.9%,4.0,2.7,1.0,0.5
Qinwen Zheng,2024 US Open QF,L vsSabalenka,2.9,2.5,3.2,40.6%,45.5%,12.5%,100.0%,52.8%,11.8%,-1.0,-2.0,4.5,10.0
Qinwen Zheng,2024 US Open R16,W vsVekic,3.2,3.4,2.9,55.6%,23.7%,66.7%,77.8%,71.0%,24.3%,17.0,10.6,6.0,11.3
Qinwen Zheng,2024 US Open R32,W vsNiemeier,3.2,2.8,3.6,61.7%,61.9%,66.7%,60.0%,54.9%,19.6%,12.0,20.0,1.0,2.4
