Player,Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
Mirra Andreeva,2025 Dubai F,W vsTauson,0.0%,-,5.8%,75.0%,10.8%,13.6%,0.0%,15.6%,26.9%,0.9%,50.0%,-31,11
Mirra Andreeva,2025 Dubai SF,W vsRybakina,0.0%,-,3.7%,57.1%,18.9%,22.7%,0.0%,11.3%,28.0%,0.7%,0.0%,-18,-2
Mirra Andreeva,2025 Dubai QF,W vsSwiatek,0.0%,-,3.1%,25.0%,16.0%,23.1%,0.0%,20.5%,26.7%,1.2%,50.0%,-16,16
Mirra Andreeva,2025 Dubai R16,W vsStearns,0.0%,-,8.5%,77.8%,3.6%,4.2%,0.0%,26.3%,75.0%,1.1%,100.0%,16,68
Mirra Andreeva,2025 Dubai R32,W vsVondrousova,0.0%,-,5.0%,66.7%,28.9%,38.5%,0.0%,20.9%,16.7%,3.0%,50.0%,71,130
Mirra Andreeva,2025 Dubai R64,W vsAvanesyan,0.0%,-,6.4%,66.7%,10.5%,18.8%,100.0%,11.1%,25.0%,1.3%,50.0%,-93,-50
Mirra Andreeva,2025 Doha R32,L vsSramkova,0.0%,-,7.8%,53.3%,10.8%,14.9%,0.0%,7.8%,38.9%,2.6%,40.0%,-56,-20
Mirra Andreeva,2025 Doha R64,W vsVolynets,1.2%,100.0%,15.2%,56.7%,9.8%,12.9%,0.0%,11.0%,26.9%,0.6%,66.7%,-47,-30
Mirra Andreeva,2025 Australian Open R16,L vsSabalenka,0.0%,-,2.2%,0.0%,7.1%,9.1%,0.0%,10.8%,36.4%,0.9%,0.0%,77,82
Mirra Andreeva,2025 Australian Open R32,W vsFrech,0.0%,-,7.1%,63.6%,8.4%,15.3%,0.0%,6.5%,24.1%,1.9%,55.6%,-31,-22
Mirra Andreeva,2025 Australian Open R64,W vsUchijima,0.0%,-,10.7%,69.6%,14.5%,0.0%,0.0%,7.5%,0.0%,0.9%,100.0%,14,40
Mirra Andreeva,2025 Australian Open R128,W vsBouzkova,0.0%,-,17.2%,76.2%,15.3%,18.6%,0.0%,15.1%,30.3%,1.0%,0.0%,-3,-30
Mirra Andreeva,2025 Brisbane SF,L vsSabalenka,0.0%,-,7.9%,100.0%,14.0%,28.6%,0.0%,16.7%,37.5%,1.7%,66.7%,14,9
Mirra Andreeva,2025 Brisbane R16,W vsNoskova,0.0%,-,10.1%,60.0%,27.5%,29.4%,100.0%,25.5%,53.8%,0.8%,0.0%,77,76
Mirra Andreeva,2024 Ningbo F,L vsKasatkina,0.0%,-,3.9%,33.3%,7.4%,12.9%,0.0%,5.4%,10.9%,1.9%,33.3%,-27,-39
Mirra Andreeva,2024 Wuhan R32,L vsAndreeva,0.0%,-,8.3%,50.0%,8.9%,9.3%,0.0%,5.1%,9.5%,2.6%,42.9%,28,0
Mirra Andreeva,2024 Beijing QF,L vsZheng,0.0%,-,6.3%,50.0%,7.0%,7.5%,0.0%,6.2%,18.2%,0.9%,66.7%,-2,-16
Mirra Andreeva,2024 Beijing R16,W vsLinette,0.0%,-,2.9%,100.0%,11.1%,9.1%,0.0%,12.8%,43.5%,0.4%,100.0%,-98,-63
Mirra Andreeva,2024 US Open R64,L vsKrueger,0.0%,-,6.3%,50.0%,6.1%,9.1%,0.0%,12.3%,45.5%,2.2%,0.0%,-1,12
Mirra Andreeva,2024 Cincinnati QF,L vsSwiatek,0.0%,-,0.5%,100.0%,16.2%,27.3%,0.0%,11.3%,25.0%,2.3%,50.0%,44,63
Mirra Andreeva,2024 Cincinnati R16,W vsPaolini,0.0%,-,9.2%,81.3%,16.9%,16.2%,100.0%,17.9%,44.4%,0.8%,0.0%,31,47
Mirra Andreeva,2024 Iasi F,W vsAvanesyan,0.0%,-,13.5%,73.9%,5.3%,9.6%,0.0%,9.4%,28.1%,2.8%,62.5%,-80,-90
Mirra Andreeva,2024 Roland Garros SF,L vsPaolini,0.0%,-,10.4%,45.5%,6.1%,5.9%,0.0%,9.8%,22.2%,2.6%,16.7%,-7,-16
Mirra Andreeva,2024 Roland Garros QF,W vsSabalenka,0.0%,-,8.0%,62.5%,20.8%,23.1%,0.0%,14.0%,19.0%,4.2%,33.3%,-1,14
Mirra Andreeva,2024 Roland Garros R16,W vsGracheva,0.0%,-,5.5%,85.7%,10.1%,11.1%,50.0%,6.0%,13.9%,2.3%,57.1%,-59,-19
Mirra Andreeva,2024 Roland Garros R32,W vsStearns,0.0%,-,9.2%,80.0%,9.6%,0.0%,0.0%,15.2%,0.0%,1.8%,75.0%,-84,-57
Mirra Andreeva,2024 Roland Garros R64,W vsAzarenka,0.0%,-,7.3%,64.3%,8.7%,14.6%,33.3%,11.0%,17.0%,1.9%,55.6%,-100,-87
Mirra Andreeva,2024 Rome R128,L vsBadosa,0.0%,-,7.3%,44.4%,7.0%,6.2%,0.0%,8.7%,18.4%,4.2%,38.5%,-48,-67
Mirra Andreeva,2024 Madrid QF,L vsSabalenka,0.0%,-,5.5%,66.7%,14.3%,21.1%,0.0%,17.0%,38.1%,2.6%,75.0%,-110,-91
Mirra Andreeva,2024 Madrid R16,W vsPaolini,0.0%,-,4.6%,100.0%,11.9%,13.8%,0.0%,8.0%,19.4%,1.0%,0.0%,-22,-36
Mirra Andreeva,2024 Madrid R64,W vsNoskova,0.0%,-,8.0%,71.4%,18.6%,20.4%,0.0%,15.0%,26.5%,1.5%,0.0%,28,0
Mirra Andreeva,2024 Rouen QF,L vsKalinina,0.0%,-,10.1%,25.0%,4.8%,2.1%,0.0%,9.9%,19.4%,3.7%,50.0%,-36,-48
Mirra Andreeva,2024 Rouen R16,W vsAvanesyan,0.0%,-,7.0%,60.0%,8.0%,4.2%,0.0%,7.5%,16.2%,2.5%,50.0%,-33,-15
Mirra Andreeva,2024 Rouen R32,W vsPodoroska,0.0%,-,12.8%,83.3%,13.9%,17.1%,0.0%,11.2%,20.0%,1.8%,75.0%,29,-6
Mirra Andreeva,2024 Australian Open R16,L vsKrejcikova,0.0%,-,4.2%,42.9%,5.9%,7.7%,0.0%,13.8%,27.6%,1.9%,60.0%,-66,-27
Mirra Andreeva,2024 Australian Open R32,W vsParry,0.0%,-,8.3%,66.7%,5.5%,3.4%,0.0%,9.7%,23.0%,2.6%,38.5%,-86,-76
Mirra Andreeva,2024 Australian Open R64,W vsJabeur,0.0%,-,10.1%,62.5%,13.3%,20.0%,0.0%,14.3%,42.9%,2.1%,66.7%,-34,1
Mirra Andreeva,2023 US Open R64,L vsGauff,0.0%,-,4.9%,40.0%,7.3%,13.0%,0.0%,12.7%,22.2%,1.3%,33.3%,-134,-125
Mirra Andreeva,2023 Lausanne R16,L vsBondar,0.0%,-,9.0%,61.5%,13.3%,19.4%,0.0%,8.3%,34.8%,3.3%,30.0%,-41,-40
Mirra Andreeva,2023 Roland Garros R32,L vsGauff,0.0%,-,9.2%,50.0%,10.0%,14.1%,0.0%,9.6%,23.3%,2.3%,50.0%,-78,-52
Mirra Andreeva,2023 Roland Garros R64,W vsParry,0.0%,-,7.8%,100.0%,8.8%,4.3%,0.0%,5.4%,21.4%,0.9%,100.0%,-71,-67
Mirra Andreeva,2023 Roland Garros R128,W vsRiske Amritraj,0.0%,-,3.9%,100.0%,23.7%,37.5%,0.0%,14.7%,20.0%,1.7%,0.0%,45,38
Mirra Andreeva,2023 Madrid R16,L vsSabalenka,0.0%,-,3.6%,75.0%,12.8%,17.6%,0.0%,16.0%,33.3%,3.4%,40.0%,-13,1
Mirra Andreeva,2023 Madrid R32,W vsLinette,0.0%,-,4.3%,100.0%,10.6%,17.6%,0.0%,10.6%,22.6%,1.0%,33.3%,-78,-72
Mirra Andreeva,2023 Madrid R64,W vsHaddad Maia,0.0%,-,4.6%,50.0%,17.3%,21.1%,0.0%,11.9%,27.3%,1.6%,20.0%,-19,-3
Mirra Andreeva,2023 Madrid R128,W vsFernandez,0.0%,-,3.5%,50.0%,17.6%,30.0%,29.4%,14.8%,5.6%,0.0%,-,32,49
Mirra Andreeva,2023 W60 Chiasso Q2,W vsGranwehr,0.0%,-,4.8%,50.0%,7.0%,11.8%,0.0%,8.2%,23.1%,0.0%,-,-85,-75
Mirra Andreeva,2022 Monastir R32,L vsPotapova,0.0%,-,2.3%,60.0%,6.6%,13.6%,0.0%,4.3%,12.2%,1.5%,37.5%,-66,-66
Jasmine Paolini,2025 Cincinnati QF,W vsGauff,0.0%,-,8.2%,71.4%,7.6%,18.2%,100.0%,7.4%,25.0%,0.4%,0.0%,-24,-25
Jasmine Paolini,2025 Wimbledon R64,L vsRakhimova,4.4%,100.0%,14.3%,82.1%,11.9%,14.0%,0.0%,3.3%,37.5%,1.7%,50.0%,8,-19
Jasmine Paolini,2025 Bad Homburg SF,L vsSwiatek,7.7%,100.0%,11.7%,81.8%,12.2%,30.0%,0.0%,12.0%,75.0%,0.9%,0.0%,71,18
Jasmine Paolini,2025 Roland Garros R16,L vsSvitolina,0.0%,-,9.4%,68.4%,11.7%,19.0%,0.0%,8.1%,17.2%,2.6%,33.3%,-49,-59
Jasmine Paolini,2025 Rome F,W vsGauff,0.0%,-,7.0%,77.8%,7.1%,10.5%,0.0%,3.3%,15.4%,0.8%,0.0%,-107,-101
Jasmine Paolini,2025 Madrid R64,W vsBoulter,0.0%,-,13.1%,100.0%,32.7%,30.8%,100.0%,21.2%,100.0%,0.9%,100.0%,94,56
Jasmine Paolini,2025 Stuttgart SF,L vsSabalenka,0.0%,-,9.8%,92.3%,11.9%,7.1%,0.0%,20.5%,60.0%,3.0%,0.0%,-38,-42
Jasmine Paolini,2025 Stuttgart R32,W vsLys,0.0%,-,7.0%,57.1%,32.6%,33.3%,0.0%,16.2%,60.0%,0.8%,100.0%,68,130
Jasmine Paolini,2025 Miami SF,L vsSabalenka,0.0%,-,10.0%,72.7%,19.0%,28.6%,0.0%,11.8%,12.5%,0.0%,-,-8,-23
Jasmine Paolini,2025 Miami QF,W vsLinette,0.0%,-,5.9%,85.7%,27.1%,42.9%,0.0%,19.2%,30.0%,0.0%,-,32,37
Jasmine Paolini,2025 Indian Wells R16,L vsSamsonova,0.0%,-,3.2%,33.3%,15.4%,26.7%,0.0%,7.3%,33.3%,0.0%,-,-53,-71
Jasmine Paolini,2025 Indian Wells R64,W vsJovic,0.0%,-,8.2%,80.0%,13.6%,22.2%,0.0%,14.5%,28.6%,1.1%,33.3%,74,40
Jasmine Paolini,2025 Dubai R32,W vsLys,0.0%,-,5.2%,83.3%,17.7%,26.1%,0.0%,11.5%,42.9%,0.9%,0.0%,-12,-9
Jasmine Paolini,2025 Australian Open R32,L vsSvitolina,0.0%,-,8.6%,61.5%,9.8%,20.5%,0.0%,4.4%,25.0%,1.5%,0.0%,-34,-38
Jasmine Paolini,2025 Australian Open R128,W vsWei,0.0%,-,5.1%,66.7%,19.6%,33.3%,0.0%,12.2%,33.3%,0.7%,0.0%,8,23
Jasmine Paolini,2025 United Cup QF,L vsMuchova,0.0%,-,11.4%,62.5%,8.3%,9.4%,33.3%,15.7%,42.9%,0.9%,50.0%,-45,-48
Jasmine Paolini,2025 United Cup RR,W vsBencic,0.0%,-,4.8%,100.0%,18.6%,25.0%,0.0%,21.9%,14.3%,0.0%,-,80,105
Jasmine Paolini,2024 BJK Cup F,W vsSramkova,0.0%,-,3.2%,33.3%,11.3%,7.7%,0.0%,12.1%,66.7%,0.0%,-,34,81
Jasmine Paolini,2024 BJK Cup SF,L vsSwiatek,0.0%,-,5.2%,81.8%,15.2%,31.6%,0.0%,5.0%,17.6%,0.3%,100.0%,-13,-9
Jasmine Paolini,2024 BJK Cup QF,W vsUchijima,0.0%,-,10.5%,66.7%,17.5%,30.0%,0.0%,6.8%,50.0%,0.0%,-,9,19
Jasmine Paolini,2024 Riyadh Finals RR,W vsRybakina,0.0%,-,3.8%,33.3%,11.6%,7.7%,0.0%,8.8%,33.3%,0.5%,0.0%,-65,-31
Jasmine Paolini,2024 Riyadh Finals RR,L vsSabalenka,0.0%,-,4.6%,66.7%,25.0%,40.0%,0.0%,4.4%,0.0%,0.6%,0.0%,-27,-18
Jasmine Paolini,2024 Riyadh Finals RR,L vsZheng,0.0%,-,6.3%,100.0%,18.9%,20.0%,0.0%,13.2%,37.5%,0.9%,0.0%,91,23
Jasmine Paolini,2024 Wuhan R16,W vsAndreeva,0.0%,-,6.5%,50.0%,19.3%,25.0%,100.0%,14.3%,50.0%,2.7%,75.0%,38,31
Jasmine Paolini,2024 Beijing R32,L vsLinette,0.0%,-,8.5%,72.7%,19.7%,25.0%,0.0%,9.9%,50.0%,0.4%,0.0%,54,24
Jasmine Paolini,2024 US Open R16,L vsMuchova,0.0%,-,14.4%,57.1%,8.2%,5.3%,0.0%,7.7%,0.0%,1.3%,0.0%,2,-9
Jasmine Paolini,2024 US Open R32,W vsPutintseva,0.0%,-,12.7%,52.9%,14.7%,18.8%,50.0%,5.2%,27.3%,1.2%,33.3%,-39,-38
Jasmine Paolini,2024 US Open R128,W vsAndreescu,0.0%,-,8.9%,80.0%,14.5%,28.1%,0.0%,8.0%,22.2%,0.6%,0.0%,27,32
Jasmine Paolini,2024 Cincinnati R16,L vsAndreeva,0.0%,-,5.7%,70.0%,10.5%,5.3%,0.0%,10.3%,7.7%,2.9%,28.6%,81,52
Jasmine Paolini,2024 Paris Olympics R16,L vsSchmiedlova,0.0%,-,6.9%,85.7%,17.6%,17.8%,0.0%,10.7%,37.5%,1.6%,20.0%,106,82
Jasmine Paolini,2024 Paris Olympics R32,W vsLinette,0.0%,-,3.2%,100.0%,32.8%,44.4%,0.0%,14.3%,30.0%,2.4%,20.0%,30,42
Jasmine Paolini,2024 Wimbledon F,L vsKrejcikova,4.9%,50.0%,12.4%,70.0%,10.5%,18.2%,0.0%,3.9%,18.2%,0.8%,50.0%,-50,-50
Jasmine Paolini,2024 Wimbledon SF,W vsVekic,0.0%,-,9.2%,61.9%,12.3%,13.6%,20.0%,2.4%,9.1%,0.9%,0.0%,-49,-46
Jasmine Paolini,2024 Wimbledon QF,W vsNavarro,0.0%,-,15.3%,84.6%,19.3%,38.9%,0.0%,3.6%,20.0%,1.9%,66.7%,63,24
Jasmine Paolini,2024 Wimbledon R16,W vsKeys,1.0%,100.0%,13.2%,72.4%,14.4%,26.3%,0.0%,8.8%,28.6%,0.7%,50.0%,-10,-6
Jasmine Paolini,2024 Wimbledon R32,W vsAndreescu,0.0%,-,14.0%,70.6%,21.3%,20.8%,0.0%,17.1%,33.3%,0.6%,0.0%,60,55
Jasmine Paolini,2024 Wimbledon R64,W vsMinnen,0.0%,-,9.9%,57.1%,27.8%,28.2%,50.0%,13.5%,37.5%,2.1%,40.0%,89,60
Jasmine Paolini,2024 Wimbledon R128,W vsSorribes Tormo,4.1%,100.0%,27.4%,78.4%,20.2%,27.8%,25.0%,11.8%,25.0%,2.0%,20.0%,128,69
Jasmine Paolini,2024 Eastbourne SF,L vsKasatkina,5.3%,60.0%,20.4%,70.0%,13.7%,27.8%,20.0%,8.7%,27.3%,0.3%,0.0%,54,21
Jasmine Paolini,2024 Roland Garros F,L vsSwiatek,0.0%,-,6.8%,66.7%,12.1%,22.2%,0.0%,2.8%,12.5%,0.5%,100.0%,-50,-37
Jasmine Paolini,2024 Roland Garros SF,W vsAndreeva,0.0%,-,5.7%,50.0%,13.1%,27.3%,28.6%,3.4%,22.2%,1.3%,33.3%,-55,-36
Jasmine Paolini,2024 Roland Garros QF,W vsRybakina,0.0%,-,3.9%,85.7%,11.5%,19.0%,0.0%,9.4%,50.0%,1.1%,50.0%,-60,-83
Jasmine Paolini,2024 Roland Garros R16,W vsAvanesyan,0.0%,-,8.5%,85.7%,15.1%,26.3%,5.3%,4.2%,6.9%,1.6%,42.9%,15,-2
Jasmine Paolini,2024 Roland Garros R32,W vsAndreescu,0.0%,-,5.1%,42.9%,24.2%,27.6%,0.0%,12.2%,42.9%,0.9%,100.0%,-18,-8
Jasmine Paolini,2024 Madrid R16,L vsAndreeva,0.0%,-,5.3%,50.0%,14.0%,28.1%,0.0%,6.4%,18.2%,1.2%,75.0%,24,1
Jasmine Paolini,2024 Madrid R32,W vsGarcia,0.0%,-,2.0%,100.0%,36.1%,37.5%,0.0%,24.3%,62.5%,0.8%,0.0%,40,91
Jasmine Paolini,2024 Stuttgart R16,W vsJabeur,0.0%,-,7.5%,75.0%,20.2%,25.8%,20.0%,13.0%,36.4%,0.4%,0.0%,5,-1
Jasmine Paolini,2024 Miami R32,L vsNavarro,0.0%,-,11.1%,66.7%,10.1%,23.3%,0.0%,5.3%,16.7%,0.9%,33.3%,-8,-28
Jasmine Paolini,2024 Indian Wells R32,W vsKalinskaya,0.0%,-,6.6%,91.7%,14.4%,19.2%,100.0%,8.1%,27.3%,1.8%,60.0%,-9,8
Jasmine Paolini,2024 Dubai F,W vsKalinskaya,0.0%,-,3.8%,71.4%,19.0%,25.5%,0.0%,13.6%,47.4%,0.9%,33.3%,12,-23
Jasmine Paolini,2024 Dubai SF,W vsCirstea,0.0%,-,6.7%,90.9%,14.0%,27.0%,0.0%,7.2%,60.0%,1.2%,25.0%,-13,-33
Jasmine Paolini,2024 Doha R64,L vsNavarro,0.0%,-,4.8%,83.3%,11.2%,22.7%,0.0%,5.4%,10.0%,0.7%,50.0%,-5,-23
Jasmine Paolini,2024 Australian Open R16,L vsKalinskaya,0.0%,-,16.2%,66.7%,14.4%,30.3%,0.0%,10.2%,22.2%,0.8%,0.0%,11,-17
Jasmine Paolini,2024 Australian Open R32,W vsBlinkova,0.0%,-,5.6%,71.4%,25.3%,34.8%,50.0%,13.7%,40.0%,0.5%,100.0%,4,10
Jasmine Paolini,2024 United Cup RR,W vsKerber,0.0%,-,6.0%,80.0%,19.6%,29.6%,4.5%,18.3%,37.5%,1.0%,66.7%,69,29
Jasmine Paolini,2024 United Cup RR,L vsGarcia,0.0%,-,6.0%,72.7%,23.3%,30.0%,50.0%,17.3%,42.9%,0.4%,0.0%,93,65
Jasmine Paolini,2023 BJK Cup F,L vsFernandez,0.0%,-,7.9%,40.0%,12.4%,7.1%,7.1%,9.4%,33.3%,0.4%,0.0%,-18,-12
Jasmine Paolini,2023 Monastir F,L vsMertens,0.0%,-,16.5%,53.3%,13.9%,29.4%,0.0%,4.9%,25.0%,1.5%,0.0%,-14,-50
Jasmine Paolini,2023 Beijing R16,L vsSabalenka,0.0%,-,5.9%,75.0%,17.4%,27.3%,0.0%,9.3%,33.3%,2.4%,75.0%,-17,-23
Jasmine Paolini,2023 Palermo F,L vsZheng,0.0%,-,2.6%,75.0%,11.1%,13.6%,0.0%,9.3%,14.3%,1.1%,0.0%,-3,-9
Jasmine Paolini,2023 Roland Garros R64,L vsDanilovic,0.0%,-,2.2%,100.0%,9.5%,16.7%,25.0%,7.8%,20.0%,0.0%,-,-41,-44
Jasmine Paolini,2023 Roland Garros R128,W vsCirstea,0.0%,-,5.5%,72.7%,13.6%,18.8%,0.0%,9.4%,33.3%,0.3%,100.0%,-57,-59
Jasmine Paolini,2022 Cluj Napoca F,L vsBlinkova,0.0%,-,4.9%,85.7%,16.0%,43.5%,50.0%,11.8%,33.3%,0.4%,100.0%,-18,-55
Jasmine Paolini,2022 US Open R128,L vsSwiatek,0.0%,-,3.3%,33.3%,3.1%,5.9%,0.0%,3.1%,0.0%,0.6%,0.0%,-21,-20
Jasmine Paolini,2022 Granby R32,W vsSakatsume,1.3%,100.0%,7.0%,70.0%,12.8%,7.7%,0.0%,12.7%,50.0%,0.0%,-,126,127
Jasmine Paolini,2022 Indian Wells R32,L vsGolubic,0.0%,-,11.9%,56.0%,11.5%,19.3%,0.0%,4.5%,20.0%,0.6%,0.0%,7,6
Jasmine Paolini,2022 Indian Wells R64,W vsSabalenka,0.0%,-,1.8%,66.7%,11.8%,44.4%,0.0%,9.3%,25.0%,0.5%,100.0%,-63,-11
Jasmine Paolini,2021 Linz QF,L vsHalep,0.0%,-,5.9%,63.6%,14.7%,32.4%,0.0%,13.4%,42.9%,0.8%,0.0%,-38,-37
Jasmine Paolini,2021 Courmayeur R16,W vsStefanini,0.0%,-,4.9%,100.0%,18.4%,29.6%,0.0%,14.5%,28.6%,0.9%,50.0%,94,68
Jasmine Paolini,2021 Indian Wells R128,W vsHontama,0.0%,-,11.9%,70.6%,11.6%,16.2%,50.0%,6.5%,66.7%,0.3%,100.0%,28,3
Jasmine Paolini,2021 Portoroz F,W vsRiske Amritraj,0.0%,-,5.3%,85.7%,6.7%,18.2%,50.0%,4.1%,28.6%,0.6%,100.0%,-56,-54
Jasmine Paolini,2021 Bol F,W vsRus,0.0%,-,8.8%,75.0%,11.7%,22.2%,9.5%,7.2%,16.7%,1.7%,40.0%,-13,-19
Jasmine Paolini,2021 Saint-Malo F,L vsGolubic,0.0%,-,8.6%,77.8%,8.1%,10.5%,0.0%,5.5%,20.0%,0.9%,50.0%,-48,-60
Jasmine Paolini,2021 Gippsland Trophy R16,L vsMuchova,0.0%,-,9.7%,70.6%,13.5%,12.5%,0.0%,6.8%,25.0%,0.4%,0.0%,37,28
Jasmine Paolini,2021 Gippsland Trophy R64,W vsMarino,0.0%,-,5.8%,75.0%,7.3%,18.8%,0.0%,3.1%,14.3%,1.0%,50.0%,-48,-31
Jasmine Paolini,2020 Linz R32,L vsSabalenka,0.0%,-,5.5%,75.0%,11.1%,44.4%,0.0%,8.6%,44.4%,0.0%,-,92,39
Jasmine Paolini,2020 Roland Garros R128,W vsBolsova,0.0%,-,13.8%,70.6%,12.3%,10.3%,0.0%,10.1%,28.6%,1.4%,0.0%,-12,-40
Jasmine Paolini,2020 Rome R32,L vsHalep,0.0%,-,6.3%,75.0%,10.4%,15.6%,0.0%,6.3%,20.0%,0.0%,-,8,-3
Jasmine Paolini,2020 Australian Open R128,L vsBlinkova,0.0%,-,6.5%,70.0%,8.7%,11.5%,0.0%,10.4%,15.0%,0.3%,100.0%,-6,-29
Jasmine Paolini,2019 Guangzhou QF,L vsKenin,0.0%,-,4.7%,50.0%,12.9%,0.0%,0.0%,2.0%,0.0%,0.0%,-,-14,-3
Jasmine Paolini,2019 Palermo QF,L vsBertens,0.0%,-,10.9%,75.0%,9.6%,15.9%,0.0%,8.8%,37.5%,0.0%,-,-15,-44
Jasmine Paolini,2016 Valencia $25K SF,W vsBucsa,0.0%,-,11.6%,59.1%,14.4%,15.4%,0.0%,13.1%,28.6%,1.1%,25.0%,15,1
Jasmine Paolini,2016 Hechingen $25K QF,L vsBurger,0.0%,-,8.4%,61.5%,9.6%,6.3%,0.0%,11.1%,50.0%,0.0%,-,11,-6
Madison Keys,2025 Montreal QF,L vsTauson,0.0%,-,9.5%,50.0%,26.1%,50.0%,100.0%,10.0%,0.0%,0.0%,-,178,136
Madison Keys,2025 Roland Garros R16,W vsBaptiste,0.0%,-,11.5%,87.5%,21.9%,25.0%,0.0%,6.9%,0.0%,0.6%,0.0%,42,68
Madison Keys,2025 Charleston R16,L vsKalinskaya,0.0%,-,7.7%,55.6%,26.3%,45.0%,0.0%,15.4%,33.3%,0.0%,-,87,29
Madison Keys,2025 Miami R32,L vsEala,0.0%,-,8.6%,54.5%,21.6%,40.0%,33.3%,9.4%,0.0%,0.0%,-,131,107
Madison Keys,2025 Indian Wells SF,L vsSabalenka,0.0%,-,6.3%,60.0%,8.1%,0.0%,33.3%,12.5%,20.0%,0.9%,0.0%,79,51
Madison Keys,2025 Indian Wells QF,W vsBencic,0.0%,-,8.0%,62.5%,31.3%,66.7%,0.0%,35.5%,35.7%,0.0%,-,206,163
Madison Keys,2025 Indian Wells R64,W vsPotapova,0.0%,-,9.2%,77.8%,36.2%,42.1%,0.0%,32.1%,44.4%,1.5%,50.0%,158,113
Madison Keys,2025 Australian Open F,W vsSabalenka,0.0%,-,6.0%,54.5%,23.0%,44.4%,0.0%,19.0%,33.3%,0.9%,50.0%,52,50
Madison Keys,2025 Australian Open SF,W vsSwiatek,0.0%,-,7.1%,53.3%,20.5%,31.1%,100.0%,12.5%,23.8%,0.6%,0.0%,46,41
Madison Keys,2025 Australian Open QF,W vsSvitolina,0.0%,-,11.7%,85.7%,29.1%,45.5%,0.0%,18.4%,40.0%,0.4%,0.0%,161,118
Madison Keys,2025 Australian Open R16,W vsRybakina,0.0%,-,1.1%,100.0%,18.2%,38.9%,0.0%,12.2%,27.3%,0.5%,100.0%,65,82
Madison Keys,2025 Australian Open R32,W vsCollins,0.0%,-,5.8%,85.7%,25.0%,57.9%,100.0%,29.4%,57.1%,0.0%,-,72,126
Madison Keys,2025 Australian Open R64,W vsRuse,0.0%,-,7.0%,73.3%,17.7%,40.7%,0.0%,15.5%,34.5%,0.3%,0.0%,121,73
Madison Keys,2025 Australian Open R128,W vsLi,0.0%,-,3.3%,100.0%,17.2%,29.4%,100.0%,11.1%,60.0%,0.8%,0.0%,171,152
Madison Keys,2025 Adelaide F,W vsPegula,0.0%,-,6.0%,70.0%,20.3%,25.9%,100.0%,14.3%,23.1%,0.5%,0.0%,147,137
Madison Keys,2025 Auckland QF,L vsTauson,0.0%,-,11.4%,68.4%,22.8%,35.5%,0.0%,18.2%,50.0%,0.0%,-,145,92
Madison Keys,2025 Auckland R32,W vsBronzetti,0.0%,-,8.0%,30.0%,15.4%,23.5%,0.0%,17.9%,50.0%,0.4%,100.0%,55,61
Madison Keys,2024 Beijing R16,L vsSabalenka,0.0%,-,2.9%,66.7%,22.2%,46.7%,100.0%,9.5%,16.7%,0.0%,-,48,64
Madison Keys,2024 Wimbledon R16,L vsPaolini,2.7%,33.3%,9.1%,65.0%,15.7%,25.0%,0.0%,11.1%,15.0%,1.0%,0.0%,96,95
Madison Keys,2024 Wimbledon R32,W vsKostyuk,0.0%,-,15.7%,63.2%,26.5%,29.0%,0.0%,17.0%,35.3%,0.0%,-,55,41
Madison Keys,2024 Strasbourg F,W vsCollins,0.0%,-,6.7%,42.9%,22.4%,43.8%,33.3%,25.0%,60.0%,1.5%,0.0%,111,118
Madison Keys,2024 Strasbourg QF,W vsLinette,0.0%,-,12.5%,83.3%,31.8%,47.8%,0.0%,13.8%,0.0%,2.0%,33.3%,101,56
Madison Keys,2024 Rome QF,L vsSwiatek,0.0%,-,5.7%,66.7%,21.3%,37.5%,0.0%,4.7%,33.3%,0.7%,0.0%,-75,-70
Madison Keys,2024 Rome R16,W vsCirstea,0.0%,-,12.9%,83.3%,29.0%,42.9%,0.0%,6.1%,11.1%,1.4%,50.0%,92,92
Madison Keys,2024 Madrid SF,L vsSwiatek,0.0%,-,9.5%,66.7%,13.9%,27.8%,0.0%,9.1%,16.7%,1.1%,50.0%,25,16
Madison Keys,2024 Madrid QF,W vsJabeur,0.0%,-,11.0%,62.5%,15.1%,9.1%,33.3%,5.7%,14.3%,1.0%,100.0%,88,78
Madison Keys,2024 Miami R16,L vsRybakina,0.0%,-,7.9%,70.0%,15.4%,31.6%,33.3%,6.0%,20.0%,0.5%,0.0%,51,20
Madison Keys,2023 US Open SF,L vsSabalenka,0.0%,-,5.3%,72.7%,20.0%,34.1%,25.0%,6.0%,33.3%,1.9%,20.0%,80,52
Madison Keys,2023 US Open QF,W vsVondrousova,0.0%,-,16.3%,50.0%,22.7%,29.4%,28.6%,15.0%,35.7%,1.1%,0.0%,104,101
Madison Keys,2023 US Open R16,W vsPegula,0.0%,-,14.7%,73.3%,19.1%,29.4%,0.0%,17.4%,0.0%,1.5%,0.0%,149,102
Madison Keys,2023 Wimbledon QF,L vsSabalenka,0.0%,-,5.3%,85.7%,14.3%,29.4%,0.0%,15.8%,27.3%,2.3%,33.3%,140,113
Madison Keys,2023 Wimbledon R32,W vsKostyuk,0.0%,-,9.3%,90.9%,34.4%,34.8%,50.0%,11.1%,14.3%,0.6%,0.0%,164,124
